Latitude,Longitude,CO,CO2,EC,NMVOC,NH3,NO2,OC,SO2,SO4
-63.0,-60.0,0.07813941387807623,45.653839026234714,0.005474009156031796,0.030245314710558493,0.000201578939966994,0.9158439450215048,0.014451636172859975,0.02772500578015898,0.0006842511445039745
-63.0,-59.0,0.0104154119916154,6.3738298091588925,0.0007723200541860713,0.0037874225424056,2.8405669068042004e-05,0.12510101764514422,0.00197352973871873,0.003876640270930356,9.654000677325892e-05
-63.0,-58.0,0.04872142867012117,29.167382814885503,0.0035227117465588,0.0180396012350639,0.00012913268343503102,0.5752018583137004,0.0095064674756446,0.017731558732793997,0.00044033896831985
-63.0,-57.0,0.016175531672603195,9.366422743406927,0.0011139782399959743,0.006398616281225915,4.1180422032e-05,0.1896822196304424,0.002891191221377925,0.0056814911999798715,0.0001392472799994968
-63.0,4.0,0.00027500000000000007,0.1739255,2e-05,0.0001,7.5e-07,0.003454499999999999,5e-05,0.000105,2.5e-06
-63.0,5.0,0.0016603257472363206,1.8332442009757948,0.00018025859768736003,0.0006902462220356954,7.752471999999999e-06,0.019245345042844017,0.00045588756522992713,0.0011161329884368,3.253232471092001e-05
-63.0,84.0,0.00022269312315983657,0.13935279320863814,1.6025853136179194e-05,8.213894448354681e-05,6.00757416099e-07,0.0027789671761728066,4.021542125721319e-05,8.412926568089599e-05,2.0032316420223997e-06
-63.0,178.0,0.0022132,1.3611361540000002,0.00016446400000000007,0.0009151,6.036000000000002e-06,0.026649000000000003,0.0004197798400001285,0.0008275200000000003,2.055800000000001e-05
-62.0,-60.0,0.12445458823548446,68.72985605504854,0.008201707701358555,0.049429935101231816,0.00029833174837446,1.3888142519448716,0.02452778086636161,0.04171021850679277,0.001025213462669819
-62.0,-59.0,0.15517572221767162,92.63414372563255,0.011037531190679982,0.05810045747761061,0.00040657023425571,1.8399509561980256,0.0296460702477018,0.05620485595339991,0.0013796913988349973
-62.0,-58.0,0.020358980610507255,12.297232613172381,0.0014906276162892597,0.007499428429166607,5.4978223121309997e-05,0.2430450880064856,0.003821930077268864,0.007479738081446302,0.00018632845203615746
-62.0,-0.0,0.0003780000000000001,0.30171666,3.2400000000000015e-05,0.0001395,1.29e-06,0.00470799,8.1e-05,0.00018285,4.8000000000000015e-06
-62.0,4.0,0.0003366,0.212884812,2.448000000000001e-05,0.0001224,9.18e-07,0.004228308,6.12e-05,0.00012852,3.06e-06
-62.0,178.0,0.007416185873817599,4.537496107849603,0.0005497138810887639,0.0030276948632064,2.0225961474048005e-05,0.08909039899949056,0.0014045987355944096,0.002759689405443819,6.871423513609551e-05
-61.0,-62.0,0.013587198837871302,7.976608737624687,0.0009638186081127992,0.00511910256221072,3.5287618022772e-05,0.15824249714837374,0.002584918218095485,0.0048494930405639965,0.00012047732601409988
-61.0,-61.0,0.008710153588058999,5.2461400547804935,0.000635906579405139,0.0031673285774760002,2.375496433107e-05,0.1045801701989604,0.001625184843445515,0.003190932897025695,7.948832242564237e-05
-61.0,-45.0,0.005269841696797584,3.481073112158981,0.00041501637991680015,0.0019168165109290363,1.4369395895999994e-05,0.06426293175425082,0.0010669974502450514,0.002112281899584,5.187704748960001e-05
-61.0,4.0,0.0002046081922681185,0.1294012180833792,1.48800786432e-05,7.440650650031945e-05,5.580023040000001e-07,0.002570194745737183,3.7200655294464006e-05,7.812039321600001e-05,1.8600098304e-06
-61.0,5.0,0.0023792071763240013,1.4829965733406099,0.0001749889217887936,0.0009255382264856,6.488746844519999e-06,0.0292404094912944,0.00044230776551388564,0.000898544608943968,2.1873615223599193e-05
-61.0,178.0,0.0020262,1.2449827740000001,0.00015067200000000005,0.0007367999999999999,5.526e-06,0.024363108,0.00038482752000012143,0.0007570800000000001,1.8834000000000006e-05
-60.0,3.0,0.0003644534009199312,0.16671316031022604,1.9356238797404386e-05,0.0001556169622990551,7.01039792799e-07,0.0035741147288206898,6.796585977937202e-05,0.00010078119398702192,2.419529849675548e-06
-60.0,4.0,0.013136365748686115,9.791310275076963,0.0010705694056664444,0.005041688176828453,4.192928613087401e-05,0.1567793091237162,0.002779317384975704,0.005940387028332221,0.00015582117570830551
-60.0,5.0,0.02665488035870721,16.25878843384965,0.0019270129095567336,0.010073620745835685,7.0812550062141e-05,0.3208170849527429,0.005004092523112218,0.009857384547783671,0.00024087661369459176
-60.0,6.0,0.0026038138471020838,1.4698698176924456,0.00017694075239321956,0.0009976705775963336,6.4564388835e-06,0.02940850240793289,0.0004935942993166229,0.0008931437619660976,2.2117594049152444e-05
-60.0,116.0,0.0002046,0.129400572,1.4880000000000007e-05,7.44e-05,5.580000000000001e-07,0.0025701479999999995,3.72e-05,7.811999999999999e-05,1.86e-06
-60.0,117.0,0.0002411053054060793,0.1408048703076848,1.62026043008e-05,9.676235132694182e-05,6.05935672875e-07,0.002884028560859358,4.1688200336416e-05,8.501302150399999e-05,2.0253255376e-06
-59.0,-74.0,0.0006138000000000001,0.388201716,4.464000000000002e-05,0.0002232,1.6740000000000004e-06,0.007710443999999999,0.0001116,0.00023436,5.58e-06
-59.0,4.0,0.0005431020059826493,0.16434278413095854,1.906770952402764e-05,0.00033661553976664004,6.908694650880001e-07,0.004607245891049474,6.55616896089603e-05,9.933854762013819e-05,2.3834636905034547e-06
-59.0,5.0,0.007478708525432309,5.519040625385894,0.0005824735354607543,0.0036233317106790525,2.3523711966037e-05,0.08192731531927293,0.0015634899992268154,0.0033540076773037712,9.18091919325943e-05
-59.0,6.0,0.0002057854467975824,0.1294940622839808,1.48913799168e-05,7.534151092903635e-05,5.583333960000001e-07,0.0025769122542508315,3.7294823156736e-05,7.817689958399999e-05,1.8614224896e-06
-59.0,178.0,0.005166629567553142,3.101557581602105,0.0003731101761760242,0.0018896487520452575,1.3702221755999999e-05,0.06109871485103342,0.0010419752720179057,0.001884430880880121,4.6638772022003024e-05
-58.0,4.0,0.006234580611889617,3.704776038021031,0.0004463296808753137,0.0024625626827521827,1.6613332860735003e-05,0.0742404665603184,0.0011466513367499262,0.0022514084043765686,5.579121010941422e-05
-58.0,5.0,0.0047410091644172715,2.9984763427519407,0.00034480008797552653,0.001724007278605024,1.2930002577408005e-05,0.05850283229289796,0.0008620007330560738,0.001810200439877632,4.31000109969408e-05
-58.0,10.0,0.0008483411314488,0.5475777968507046,6.578178170207744e-05,0.00030848768416320003,2.313657631224e-06,0.01027163280896928,0.00016757872556991067,0.0003326289085103872,8.22272271275968e-06
-57.0,-69.0,0.5539463674534845,248.04607659448925,0.030817725356989706,0.27568791189996233,0.0011156460817902392,5.10003686201317,0.09010386123893704,0.1503424472090346,0.0038522156696237132
-57.0,-68.0,0.6610453935307914,300.55748836077726,0.03717642426994047,0.32886880853388345,0.001345885681725888,6.10724894937584,0.1076215444322639,0.18221862055376664,0.004647053033742557
-57.0,-67.0,0.11734886963544805,60.36147364874253,0.007400215591517137,0.05179210025198672,0.00027128480307679804,1.1698217852320585,0.02080003919877453,0.03657509036156724,0.0009250269489396419
-56.0,-74.0,0.13440494406131204,59.47686045022983,0.00795831108701318,0.05729854745484801,0.00029111273727424,1.0204052993410664,0.020353493542097367,0.036091599891559314,0.0009957888858766477
-56.0,-73.0,0.0013376040517975591,0.8362307438760161,9.61689933662208e-05,0.0004974769622691272,3.6049509775260004e-06,0.014757275118582332,0.00024140813722403482,0.000504844966831104,1.2021124170777595e-05
-56.0,-72.0,0.07192530609025301,40.32962597887021,0.0047563792010553605,0.03245423302865348,0.00017211401347340703,0.7743630297854718,0.014329799387696475,0.02443389600527681,0.0005945474001319202
-56.0,-71.0,0.8992473491428913,363.0522741719236,0.046371034575407456,0.4602856551666098,0.0016684915305201359,7.986736845962808,0.13872956681416224,0.22011309238108312,0.005796379321925931
-56.0,-70.0,1.8585503577494848,630.0891924275687,0.08145994452029018,1.0610363918330163,0.0029036572287025235,14.922953538391125,0.26090506322043777,0.3820070483121121,0.010182493065036272
-56.0,-69.0,0.2793432444591587,124.505369868707,0.016044273974231187,0.1299899574815912,0.000578583446459727,2.6268517908601803,0.04397600247235717,0.07551029025023108,0.0020055342467788983
-56.0,-68.0,0.09898697138025114,52.48588033830703,0.006532476770589624,0.04209629852469916,0.000237354564575115,1.020693638208831,0.017339848567187528,0.031827323833686916,0.000816559596323703
-56.0,-67.0,0.5730981901756029,219.6152178700286,0.027961004592904855,0.30320788984078706,0.0010060414115642788,4.894071442288452,0.08790109942217715,0.13314484966108878,0.003495125574113107
-56.0,-66.0,1.0116910086282531,479.46025743610136,0.058390752329851636,0.4982289819097446,0.0021149487304523216,9.605929881345306,0.17028180266934276,0.29052620089707265,0.0072988440412314545
-56.0,2.0,0.04233297455552925,25.89001158339715,0.003129633983037555,0.015467580304303353,0.00011470136381550005,0.5072451020443333,0.008027118456925494,0.015741169915187782,0.0003912042478796944
-56.0,5.0,0.005225010893668532,3.304585359129373,0.0003800001045757953,0.0019000086520188,1.4250003063744006e-05,0.065635562160144,0.0009500008713778137,0.001995000522878976,4.750001307197439e-05
-56.0,73.0,0.001920600347744715,1.2146957194248933,0.00013968000333824,0.0006984002761873834,5.2380000978e-06,0.02412622998425915,0.0003492000278158848,0.0007333200166912,1.746000041728e-05
-56.0,74.0,0.0002200000000000001,0.1391404,1.6e-05,8e-05,6e-07,0.0027636,4e-05,8.4e-05,2e-06
-56.0,75.0,0.000132,0.08348424,9.6e-06,4.8e-05,3.6e-07,0.00165816,2.4e-05,5.04e-05,1.2e-06
-56.0,78.0,0.00020787135621771786,0.12965856756962027,1.49114039918592e-05,7.699819136382485e-05,5.589200388240001e-07,0.002588814620253909,3.746167376216679e-05,7.8277019959296e-05,1.8639254989824e-06
-56.0,115.0,0.0005720686176697357,0.3617704515338139,4.16006587080704e-05,0.00020806812229586403,1.560019298088e-06,0.007185751537912233,0.0001040054886849966,0.000218403293540352,5.2000823385088e-06
-56.0,121.0,0.008978923755225604,5.956218806212523,0.0007160175361699887,0.003889328979647999,2.4487973877888e-05,0.10868393874433532,0.0018384360455434613,0.0036184876808499455,8.950219202124862e-05
-56.0,122.0,0.008396217983702983,4.214692673790236,0.0004958679164116347,0.0039837926793698,1.7255934348473998e-05,0.08384806331142032,0.002129880480563989,0.002554989582058175,6.273348955145436e-05
-55.0,-75.0,0.0026441008067463,1.6113602565762477,0.00019332983054044976,0.0011418640030665,7.211184018399001e-06,0.03202786056071028,0.0004920443788238955,0.0009786491527022491,2.416622881755623e-05
-55.0,-74.0,0.14013497911231493,77.31575340726366,0.009156335503248096,0.06144375512899807,0.000333615643377966,1.4866789317180822,0.02602900717904199,0.046796969108421904,0.001144541937906012
-55.0,-73.0,1.2672610545029723,402.09848036629137,0.05110800231471877,0.7501500462465764,0.001817569889496702,9.741734031296252,0.1769756580408163,0.2436631226465874,0.0063885002893398464
-55.0,-72.0,1.54188829918884,540.3002411792963,0.06987162834727169,0.8500306020861185,0.002501186227010493,12.54350851368486,0.22057531422251367,0.32760653780986404,0.008733953543408961
-55.0,-71.0,0.535709730703902,223.52181134130728,0.028408310733174243,0.2648217914835522,0.0010208850447725913,4.692211143810459,0.08558627718083099,0.1355656438416391,0.00355103884164678
-55.0,-70.0,0.17481939280255154,93.11885340374931,0.011340948516156642,0.07420874907745473,0.000414058010482266,1.7429025870980241,0.03190015407048763,0.056517021380426975,0.00141761856451958
-55.0,-69.0,0.13725849630123302,79.00593906325908,0.009435648775095824,0.05587094125728871,0.00034170935227236903,1.4515592510803903,0.02629546684676989,0.04793850800495898,0.0011794560968869776
-55.0,-68.0,1.232408248142633,750.3729837998474,0.08740246353758949,0.4782175938503753,0.0032381713752585905,14.754233944680564,0.2301617736024115,0.4538605292754229,0.010947307942198684
-55.0,-67.0,0.2771544851481121,162.85872898465112,0.0196132754699905,0.1199107123785095,0.0007028742352440931,3.1081519052392164,0.05536138400389621,0.0988776492828146,0.002451659433748813
-55.0,-66.0,0.4161229923530527,224.34598791203274,0.027313153563699108,0.18324207952704405,0.0009784071509383258,4.455945450435791,0.08036523115226663,0.13615208482015376,0.003414144195462389
-55.0,-65.0,0.1725776709636048,94.26178240225586,0.011314512723065698,0.07675717844807634,0.0004017216263823151,1.8718360079633158,0.03606726627671242,0.05725296361532849,0.0014143140903832125
-55.0,-64.0,0.003169527514583519,1.4427361609841218,0.00016643562113526428,0.0015889684168075313,6.165045284142e-06,0.032866549070226174,0.00047228881310958966,0.0008713781056763213,2.080445264190804e-05
-55.0,-0.0,0.00047960819226811866,0.3033267180833792,3.48800786432e-05,0.00017440650650031944,1.308002304e-06,0.006024694745737183,8.720065529446403e-05,0.000183120393216,4.3600098304e-06
-55.0,73.0,0.0008995852386763002,0.5550598808462854,6.575593796342657e-05,0.00032712190497320004,2.453414287299e-06,0.01101629867361828,0.00016648240318086009,0.0003364996898171328,8.219492245428318e-06
-55.0,104.0,0.025754659640749758,15.578302476498125,0.0018812521736984765,0.009508639458012405,6.842181849216e-05,0.2419387507355973,0.0049267786404052745,0.009470260868492385,0.00023515652171230962
-54.0,-163.0,0.04070607826673723,24.90179708844874,0.0030039601951765715,0.01489316054261853,0.00011021665893604795,0.4884680270613434,0.007751924730301574,0.01513580097588286,0.00037549502439707127
-54.0,-162.0,0.0009339000000000001,0.57634622675,6.921800000000001e-05,0.0003396,2.5470000000000003e-06,0.01130444,0.00017623808000004758,0.00035009000000000017,8.652250000000003e-06
-54.0,-76.0,0.030056047276212236,17.74003039952821,0.0020769500113541023,0.012743955659105041,7.636890932857798e-05,0.35498197812293675,0.005680440118030453,0.010736750056770512,0.00025961875141926273
-54.0,-75.0,0.09826952657803883,54.60922123386232,0.006458802345385003,0.04514579571765972,0.000235842482545341,1.0827122295551166,0.01863875986079154,0.033089937563259994,0.0008073502931731253
-54.0,-74.0,1.9730442860595008,715.6953339093369,0.09145955177150147,1.075293141854334,0.003269315713844382,16.386610356812902,0.29229293403942125,0.4337809638821724,0.011432443971437684
-54.0,-73.0,1.2104918865033578,616.1490253067154,0.0784555441389897,0.49575093582102703,0.002845131846847081,12.589823187283047,0.20401644361257013,0.3739386634696602,0.009837843017373707
-54.0,-72.0,7.291744865749145,4015.8086114988655,0.4951063057891337,2.9402362319538256,0.01803222076773953,76.07683378268925,1.3123846017613388,2.4376101875311087,0.06273868822364173
-54.0,-71.0,7.13777366962005,4021.6864012190163,0.4905313375740585,2.8840563110310664,0.01785786700091275,75.36814550422214,1.3158184230892351,2.440751737989155,0.06239411719675731
-54.0,-70.0,0.3854777057772684,231.3736825920953,0.02760437346805172,0.14557802634887604,0.001000177397156781,4.538068014757247,0.07495202750163751,0.14040978734025852,0.003450546683506464
-54.0,-69.0,0.04064858664474537,23.84352359218468,0.002833194323592613,0.015852181708079026,0.00010133828902760702,0.4680802552947411,0.00800660694236298,0.014461131617963068,0.0003541492904490767
-54.0,-68.0,0.05469380292408915,32.46378472829671,0.00389764159132075,0.02455135435345293,0.000134418128908536,0.6128320818980196,0.012907624074858737,0.01971860795660375,0.00048720519891509376
-54.0,-67.0,0.1428445600417902,84.18013997235029,0.010146256292908155,0.06487198081828917,0.00035728893724923605,1.616723822430446,0.030322407135702188,0.05116008146454077,0.001268282036613519
-54.0,-66.0,0.2421718295960104,148.33798245160304,0.017909271362453873,0.10123171047989628,0.000631221849351222,2.818627767065973,0.05161981256005263,0.0901577918667195,0.002238658920306734
-54.0,-65.0,0.2026442019985537,115.00626927537488,0.013959969097393148,0.08672574083048737,0.000496406859803853,2.2609503473328414,0.03917025726695101,0.06983384141452573,0.0017449961371741435
-54.0,-64.0,0.10081674418590912,47.043893895703896,0.0055577380090018925,0.04551993757687872,0.000198375262250382,1.0066003272681543,0.018734624819641752,0.02850869004500946,0.0006947172511252366
-54.0,-63.0,0.002420000000000001,1.5305444000000004,0.00017600000000000002,0.00088,6.600000000000001e-06,0.03039959999999998,0.00044,0.000924,2.2000000000000006e-05
-54.0,-53.0,0.0012793,0.7847899272500002,9.524600000000004e-05,0.0005755,3.4890000000000017e-06,0.01534456,0.00024354176000008086,0.00047743,1.1905750000000005e-05
-54.0,-42.0,0.005163711506438721,3.1255911447182,0.00035955171087360017,0.0019867862128685266,1.34632415295e-05,0.06312896771811341,0.0009130622308542721,0.0018870385543680005,4.4943963859200014e-05
-54.0,8.0,0.0011696308213960242,1.1571563207374982,0.0001177641357500416,0.00043914216892200215,4.916121164552e-06,0.014420554301347097,0.00029443446113722166,0.0007032606787502081,1.9720516968755206e-05
-54.0,36.0,0.006677000000000001,4.099700552500001,0.0004967800000000002,0.002987,1.821e-05,0.08019704,0.00126945280000041,0.0024935000000000005,6.20975e-05
-54.0,76.0,0.0002200000000000001,0.1391404,1.6e-05,8e-05,6e-07,0.0027636,4e-05,8.4e-05,2e-06
-54.0,77.0,0.00022269312315983657,0.13935279320863814,1.6025853136179194e-05,8.213894448354681e-05,6.00757416099e-07,0.0027789671761728066,4.021542125721319e-05,8.412926568089599e-05,2.0032316420223997e-06
-54.0,119.0,0.002124782904893772,1.0688797276924669,0.00012701650353057125,0.0010788683271083367,4.374713286966e-06,0.021590405570373613,0.0004763765262328842,0.0006482825176528563,1.5877062941321406e-05
-54.0,120.0,0.001397,0.8608390525000001,0.00010366000000000003,0.000611,3.81e-06,0.01687112,0.00026421760000007547,0.0005231,1.2957500000000004e-05
-54.0,159.0,0.0002200000000000001,0.1391404,1.6e-05,8e-05,6e-07,0.0027636,4e-05,8.4e-05,2e-06
-54.0,169.0,0.01493511730815296,5.3162605071212665,0.0006236964845939799,0.009296276187430893,2.1836752012536e-05,0.12819077378614147,0.0028639509578793376,0.0032184824229699,7.796206057424749e-05
-54.0,170.0,0.8640967656158559,293.58324652128243,0.03487323513793132,0.5612639660175162,0.001197419771344191,7.1711126830426375,0.15091233483602035,0.17805017568965653,0.004359154392241414
-53.0,-76.0,0.14724692262837724,85.12657127498684,0.009980670447178229,0.06462992521691474,0.0003648430835421841,1.7105675815926775,0.027770920161795668,0.05153135223589116,0.0012475838058972786
-53.0,-75.0,2.0666701159928835,875.3817619028713,0.11364729762825568,0.9772283229413834,0.0041017120862639036,20.415328942345344,0.3236381227578591,0.5308975308300745,0.014274112203531962
-53.0,-74.0,5.047169757739682,2455.702414110844,0.3160034409105585,2.1193563166604013,0.011502371903940793,53.864810877390525,0.8244692311864978,1.4899317601711737,0.03971763011381981
-53.0,-73.0,3.8460845264605146,1940.6357741430195,0.2471418769610625,1.574584561650984,0.00900514678787597,39.96857469457503,0.6469924479007264,1.1777438857834976,0.031008334620132805
-53.0,-72.0,7.0835884995467495,4470.385488387619,0.5119167582844824,2.8298692264950085,0.019440783661208067,79.53122569382603,1.365629747721957,2.7097975667039096,0.0697715947855603
-53.0,-71.0,31.849893557921963,20753.979568947085,2.3566187252644943,12.380169813834947,0.08960821769713971,346.31873391209007,6.249476113555733,12.576531244788649,0.3190650406580617
-53.0,-70.0,6.0934714175189075,5639.088985058272,0.5859302557687,2.4135587937080976,0.02411146874969427,60.42768999565346,1.5718298393500982,3.435899133673498,0.0982977819710875
