CIESINCODE_GPW,ISOCODE_GPW,Location_GPW,location_id_GBD,ISOCODE_GBD,Location_GBD,GBD_GPW,location_name_GBD,cause_id_GBD,cause_name_GBD,num_val,num_upper,num_lower,pop_25plus_GBD,rate_country_25plus_val,rate_country_25plus_val_upper,rate_country_25plus_val_lower
258,PYF,French Polynesia,1,PYF,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
638,REU,Reunion,1,REU,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
906,SGS,South Georgia and the South Sandwich Islands,1,SGS,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
654,SHN,Saint Helena,1,SHN,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
744,SJM,Svalbard and Jan Mayen Islands,1,SJM,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
674,SMR,San Marino,44563,SMR,Europe,N,African Region,409,Non-communicable diseases,2161506.7092,2306630.8150000004,2033944.62026,373766303.9035491,578.3043272295032,617.1318256648491,544.1754912141204
666,SPM,Saint Pierre and Miquelon,44638,SPM,North America,N,North America,409,Non-communicable diseases,2618363.09887,2624557.4315,2612239.16472,240249058.21961042,1089.8536370022177,1092.4319333235037,1087.304642972696
907,SPR,Spratly Islands,1,SPR,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
534,SXM,Sint Maarten (Dutch part),104,SXM,Caribbean,N,Caribbean,409,Non-communicable diseases,250161.14455,258882.235384,241685.341418,26417594.687131744,946.9489842383562,979.9614175703283,914.8650521757274
796,TCA,Turks and Caicos Islands,105,TCA,Caribbean,N,Antigua and Barbuda,409,Non-communicable diseases,446.12236469699997,467.13038950399994,421.99985029600003,55206.6099837505,808.0959233474243,846.1493825494719,764.400948401308
772,TKL,Tokelau,1,TKL,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
798,TUV,Tuvalu,1,TUV,N,N,Global,409,Non-communicable diseases,38152106.8382,38593829.2535,37618320.252299994,4292110023.370464,888.8893022420779,899.1808001975083,876.452841317415
