Station ID,Latitude,Longitude,PM25
XCNAQ271,24.3304,109.4108,49.7135
XCNAQ447,27.9958,113.1817,49.3724
XCNAQ231,27.8336,113.251,47.5451
XCNAQ232,27.8244,113.135,58.7731
XCNAQ234,27.8667,113.167,52.5708
XCNAQ233,27.8528,113.13,54.7622
XCNAQ235,27.8867,113.095,60.2414
XCNAQ230,27.8381,113.143,57.3642
XCNAQ269,25.2178,110.2869,49.3391
XCNAQ537,25.3167,110.4144,40.6414
XCNAQ267,25.2697,110.2819,51.8879
XCNAQ266,25.2708,110.3089,50.9341
XCNAQ434,24.3289,116.1278,32.5511
XCNAQ435,24.2719,116.0797,34.4697
XCNAQ436,24.2654,116.1248,35.2788
XCNAQ884,23.475,111.3178,32.3988
XCNAQ883,23.4792,111.2897,36.0374
XCNAQ885,23.415,111.2353,36.1165
XCNAQ886,23.4793,111.26,39.3942
XCNAQ991,25.0441,101.5482,20.5694
XCNAQ992,25.0492,101.538,23.7624
XCNAQ1025,38.2911,109.7456,39.7766
XCNAQ1026,38.2839,109.7289,39.3289
XCNAQ1027,38.2478,109.7336,36.7545
XCNAQ1024,38.3344,109.7414,42.7257
XCNAQ292,29.3563,104.7747,69.136
XCNAQ1038,37.9311,102.6219,38.7553
XCNAQ1039,37.9358,102.6469,43.6336
CN_1325A,30.5719,114.3672,68.5415
CN_1332A,30.4612,114.393,67.145
CN_1333A,30.6414,114.2131,73.2994
CN_1328A,30.5494,114.3006,71.3483
CN_1331A,30.5943,114.3019,64.7353
XCNAQ219,30.5947,114.3008,64.7016
CN_1327A,30.6197,114.2836,70.9652
CN_1326A,30.5514,114.2511,72.5566
CN_1334A,30.2997,113.8531,63.6058
CN_1330A,30.4753,114.1525,65.9402
CN_1329A,30.6103,114.4272,76.6805
XCNAQ975,27.3125,105.2864,30.1563
XCNAQ976,27.2944,105.31,33.0564
XCNAQ149,29.6926,116.0626,50.9995
XCNAQ869,26.4519,111.5989,54.3879
XCNAQ866,26.4214,111.6156,55.1722
XCNAQ868,26.4364,111.5992,52.6988
XCNAQ867,26.2331,111.6236,49.575
XCNAQ865,26.2081,111.6217,55.604
XCNAQ1023,33.0323,107.007,55.8887
XCNAQ1021,33.0706,107.0154,56.1452
XCNAQ1020,33.1841,106.9893,46.7584
XCNAQ1022,33.1138,107.0089,58.9462
XCNAQ556,23.4188,117.0257,27.3551
XCNAQ247,23.2536,116.4019,42.0507
XCNAQ249,23.2539,116.6092,32.0349
XCNAQ248,23.4714,116.7519,33.0068
XCNAQ245,23.2775,116.7258,28.5415
XCNAQ246,23.3667,116.6794,31.0279
XCNAQ250,23.3633,116.7244,28.7117
XCNAQ438,22.7898,115.3706,28.548
XCNAQ437,22.775,115.3653,26.6079
XCNAQ439,22.7925,115.3622,29.0376
CN_1386A,22.5931,113.0819,34.8668
CN_1383A,22.6069,113.104,33.863
CN_1385A,22.5328,113.024,30.4064
CN_1384A,22.5811,113.074,39.293
XCNAQ718,30.6539,117.4974,35.0872
XCNAQ717,30.6617,117.4697,32.8046
XCNAQ716,30.6614,117.4906,34.9774
CN_1073A,38.3228,116.8709,63.3621
CN_1071A,38.2991,116.8854,71.891
CN_1072A,38.3254,116.8584,74.0841
XCNAQ904,24.7121,108.2134,34.2027
XCNAQ905,24.6927,108.054,46.8772
XCNAQ906,24.6967,108.1009,46.0257
XCNAQ1145,23.7586,114.6944,33.6128
XCNAQ415,23.7566,114.6995,34.7409
XCNAQ416,23.657,114.6878,35.4473
XCNAQ417,23.7227,114.6949,35.8254
XCNAQ1144,23.7569,114.6778,35.3255
XCNAQ1146,23.7232,114.6892,34.7247
XCNAQ145,24.9424,118.6663,26.1418
XCNAQ144,24.8978,118.5972,28.9905
XCNAQ143,24.9117,118.5819,28.3713
XCNAQ142,24.9617,118.6108,22.9663
XCNAQ154,36.1942,117.0881,62.9975
XCNAQ156,36.1758,117.1081,74.1019
XCNAQ155,36.1942,117.1436,69.8348
CN_1206A,32.4878,119.905,61.9303
CN_1209A,32.4639,119.888,59.9576
CN_1207A,32.4627,119.9192,58.6514
CN_1208A,32.303,119.882,62.0993
XCNAQ312,28.9583,105.4306,56.2964
XCNAQ309,28.8558,105.4322,63.2384
XCNAQ310,28.9026,105.4436,64.298
XCNAQ311,28.8833,105.4322,56.4456
XCNAQ190,34.6691,112.3628,73.5534
XCNAQ188,34.6511,112.3939,71.7755
XCNAQ187,34.6258,112.4275,73.4927
XCNAQ186,34.6231,112.3844,74.6822
XCNAQ189,34.6869,112.4831,70.9659
XCNAQ191,34.6869,112.4664,74.5133
CN_1300A,36.67,116.93,93.8307
CN_1305A,36.6622,117.049,95.3435
CN_1301A,36.6739,117.114,75.1619
CN_1304A,36.6489,116.943,93.439
CN_1302A,36.6872,116.989,97.5241
CN_1303A,36.6868,117.0684,91.6619
CN_1299A,36.6114,116.988,87.3337
XCNAQ542,36.7098,117.5412,71.247
XCNAQ519,36.6763,117.5128,69.0061
CN_1306A,36.5336,116.734,90.1081
XCNAQ179,35.428,116.6305,76.9078
XCNAQ181,35.4039,116.5546,83.915
XCNAQ180,35.4144,116.5856,84.3574
XCNAQ1056,36.4985,102.1157,57.4326
XCNAQ1057,36.9639,100.9048,39.3679
XCNAQ1059,36.2866,100.6187,42.9711
CN_1409A,19.9507,110.576,18.317
CN_1410A,20.0574,110.3232,21.352
CN_1412A,19.9969,110.338,22.3923
CN_1411A,20.0052,110.283,23.1411
CN_1413A,20.0356,110.33,21.4557
XCNAQ1062,37.3753,97.373,38.6144
XCNAQ162,36.8041,117.8512,99.3289
XCNAQ157,36.838,118.0448,81.2509
XCNAQ159,36.8088,118.0482,83.0683
XCNAQ160,36.497,117.8477,85.0303
XCNAQ158,36.8198,118.3092,88.2927
XCNAQ688,33.8997,116.8067,64.3194
XCNAQ687,33.975,116.8008,53.4578
XCNAQ689,33.9461,116.7844,57.5915
XCNAQ685,32.6319,116.8306,49.9453
XCNAQ683,32.6524,117.0066,47.7725
XCNAQ682,32.7639,116.8028,48.4522
XCNAQ686,32.625,116.7039,52.961
XCNAQ684,32.6028,116.8556,58.5404
CN_1211A,33.575,119.007,60.7682
CN_1212A,33.6066,118.989,55.0705
CN_1213A,33.5039,119.135,57.1183
CN_1214A,33.6297,119.0186,58.694
CN_1210A,33.5981,119.036,58.1785
CN_1358A,22.5417,113.987,30.3549
CN_1359A,22.5167,113.923,30.676
CN_1363A,22.5422,114.494,26.3756
CN_1365A,22.5978,114.297,26.7617
CN_1357A,22.5625,114.117,30.8786
CN_1360A,22.5908,114.263,23.0042
CN_1356A,22.55,114.096,28.3914
CN_1364A,22.6342,114.41,27.0629
CN_1362A,22.5794,113.891,35.0176
CN_1366A,22.75,114.085,37.5749
CN_1361A,22.7267,114.24,33.2664
XCNAQ418,23.7106,113.0208,35.8381
XCNAQ419,23.6598,113.0563,31.7224
XCNAQ420,23.6936,113.0425,33.5582
XCNAQ1147,23.6351,113.0682,31.6121
XCNAQ338,34.493,109.4636,63.0993
XCNAQ337,34.5101,109.5293,55.0038
XCNAQ339,34.5004,109.5049,55.6369
XCNAQ374,34.5021,109.4266,60.6289
XCNAQ228,27.8159,112.9227,58.8701
XCNAQ226,27.8403,112.9118,55.0703
XCNAQ361,27.9153,113.0048,60.1589
XCNAQ227,27.8614,112.9433,54.9125
XCNAQ225,27.8728,112.8937,55.7698
XCNAQ229,27.9119,112.9074,55.2888
XCNAQ362,27.9164,112.4876,64.5075
XCNAQ882,28.2675,109.6958,51.7437
XCNAQ881,28.3169,109.7325,44.4132
XCNAQ880,28.2558,109.6414,36.626
XCNAQ252,21.2567,110.4558,23.7994
XCNAQ257,21.2228,110.3928,25.808
XCNAQ251,21.2706,110.3539,32.0152
XCNAQ253,21.1997,110.4019,28.283
XCNAQ256,21.2028,110.4111,25.9789
XCNAQ254,21.2679,110.3316,31.3651
XCNAQ494,31.4,119.46,59.6316
XCNAQ495,31.317,119.438,58.5869
XCNAQ702,32.2786,118.3244,59.6733
XCNAQ703,32.3061,118.3158,63.1446
XCNAQ701,32.3153,118.3094,63.4676
XCNAQ404,37.393,117.9776,77.4173
XCNAQ405,37.3803,118.0062,78.7742
XCNAQ406,37.3617,118.0018,81.2444
XCNAQ799,33.567,114.056,82.9715
XCNAQ802,33.5653,114.0322,79.0346
XCNAQ801,33.581,114.014,77.4793
XCNAQ800,33.568,114.005,77.5425
XCNAQ567,24.4674,117.6336,31.973
XCNAQ566,24.5157,117.6569,32.8037
XCNAQ565,24.506,117.7116,35.746
XCNAQ165,36.7019,119.12,73.6081
XCNAQ164,36.7731,119.1939,70.8687
XCNAQ528,36.8587,118.7868,85.9349
XCNAQ529,36.8685,118.7355,83.5859
XCNAQ166,36.7008,119.1425,68.8733
XCNAQ425,23.653,116.6175,42.5911
XCNAQ424,23.6706,116.6447,34.7355
XCNAQ423,23.6713,116.6339,39.2587
XCNAQ795,35.767,115.0772,80.7174
XCNAQ794,35.7672,115.0628,80.4496
XCNAQ792,35.763,115.031,75.7924
XCNAQ793,35.7664,114.9937,82.7078
XCNAQ207,35.213,113.227,77.1009
XCNAQ204,35.259,113.1992,65.5261
XCNAQ206,35.1764,113.2464,92.9974
XCNAQ899,22.6164,110.1433,41.5539
XCNAQ897,22.7018,110.1106,37.218
XCNAQ898,22.6411,110.1675,39.6197
XCNAQ1061,33.0013,97,19.0995
XCNAQ318,24.3694,102.5778,20.2704
CN_1368A,22.2293,113.495,31.8601
CN_1367A,22.2611,113.574,31.2731
CN_1369A,22.4251,113.628,32.0939
CN_1370A,22.2281,113.299,29.261
XCNAQ1055,35.0003,102.905,37.9957
XCNAQ957,30.0471,101.9627,26.3246
XCNAQ958,30.0475,101.9603,15.4895
XCNAQ1034,36.5481,104.1731,38.3278
XCNAQ1033,36.5458,104.1731,47.2406
XCNAQ221,29.0755,111.73,35.3032
XCNAQ901,23.8844,106.6527,44.2434
XCNAQ900,23.9011,106.6103,43.9032
XCNAQ857,28.56,112.3439,53.5633
XCNAQ856,28.5808,112.3458,46.1672
XCNAQ855,28.6428,112.4067,57.3136
XCNAQ858,28.6047,112.3347,46.0318
XCNAQ859,28.5819,112.3744,53.7458
XCNAQ290,29.3586,104.7213,80.0027
XCNAQ930,30.062,103.8341,64.3258
XCNAQ929,30.0691,103.8495,64.6646
XCNAQ928,30.0874,103.8416,65.561
XCNAQ927,30.0506,103.8986,52.317
XCNAQ2872,39.0153,106.3717,59.6793
XCNAQ2873,39.2282,106.7704,36.3268
XCNAQ017,38.817,106.3394,53.509
XCNAQ478,39.1292,106.7097,48.4565
CN_1033A,38.0177,114.533,92.2799
CN_1034A,38.0524,114.5214,87.4686
CN_1028A,38.0477,114.55,88.2756
CN_1035A,37.9097,114.3541,76.5596
CN_1029A,38.0513,114.4548,82.6003
CN_1031A,38.1398,114.5019,96.3328
CN_1032A,38.0058,114.4586,82.8626
CN_1030A,38.0398,114.6046,88.9009
XCNAQ1094,44.2967,86.0497,43.3368
XCNAQ1095,44.3075,86.0697,51.5243
XCNAQ031,23.1077,113.3316,32.4822
CN_1283A,26.1092,119.299,28.7558
CN_1282A,26.0506,119.2681,32.3017
CN_1281A,26.0258,119.414,29.4062
CN_1284A,26.0797,119.268,28.0337
CN_1285A,26.0753,119.315,27.8854
CN_1280A,26.0542,119.389,25.3894
CN_1042A,39.8283,119.5259,48.809
CN_1045A,39.9353,119.5953,49.2909
CN_1046A,39.9418,119.5369,43.1519
CN_1044A,39.9567,119.6023,47.7552
CN_1043A,40.018,119.7624,49.6331
XCNAQ2878,36.71,117.541,71.1677
XCNAQ034,22.0597,112.755,26.8597
XCNAQ032,23.4258,113.0677,40.3127
XCNAQ055,40.0958,113.2858,38.3287
XCNAQ994,23.3993,103.3772,34.9631
XCNAQ995,23.4167,103.386,37.7632
XCNAQ993,23.46,103.3129,32.9348
XCNAQ300,31.5072,104.7283,49.2981
XCNAQ302,31.4747,104.7778,42.9363
XCNAQ301,31.4539,104.7536,45.172
XCNAQ303,31.4656,104.6717,48.8706
XCNAQ450,36.4575,116.0017,85.7893
XCNAQ407,36.4796,115.9835,95.2962
XCNAQ408,36.4372,115.9848,101.9504
CN_1399A,23.1617,112.565,36.6642
CN_1398A,23.0528,112.471,40.0172
CN_1397A,23.0706,112.427,39.5545
XCNAQ291,29.3628,104.7547,74.4461
XCNAQ293,29.3411,104.7692,71.0045
XCNAQ316,27.6877,106.923,43.1482
XCNAQ141,31.3839,118.4022,52.3738
XCNAQ139,31.3139,118.3667,58.981
XCNAQ140,31.3508,118.3528,58.4702
XCNAQ138,31.4189,118.37,52.9483
XCNAQ432,21.6668,110.9067,34.8882
XCNAQ430,21.4689,111.0286,29.1598
XCNAQ431,21.6533,110.9294,31.3707
XCNAQ433,21.6828,110.8592,30.4138
XCNAQ463,30.3175,112.2551,68.5187
XCNAQ214,30.3515,112.2068,69.3118
XCNAQ464,30.3112,112.2883,74.1374
XCNAQ2766,30.3055,112.2887,74.1307
XCNAQ830,31.0354,112.1992,62.1669
XCNAQ828,30.9892,112.1969,69.7585
XCNAQ829,31.0386,112.2211,80.0279
XCNAQ827,31.0483,112.2014,70.2588
XCNAQ726,25.4792,118.981,26.3632
XCNAQ724,25.4556,119.1117,28.6473
XCNAQ725,25.3214,119.1015,32.9535
XCNAQ722,25.442,119.0156,32.3193
XCNAQ723,25.4552,119.0018,30.1861
XCNAQ522,37.18,119.959,57.7672
XCNAQ523,37.177,119.941,53.3829
XCNAQ409,36.2289,117.6789,76.5656
XCNAQ410,36.2054,117.7193,87.6044
XCNAQ411,36.1409,117.559,98.6889
XCNAQ412,35.2375,115.4747,92.8565
XCNAQ413,35.2488,115.4227,89.6199
XCNAQ414,35.27,115.455,96.3309
XCNAQ748,27.6428,113.8381,66.1032
XCNAQ751,27.6178,113.865,56.3369
XCNAQ749,27.6231,113.8447,60.3386
XCNAQ750,27.6442,113.8686,55.3784
XCNAQ747,27.4948,114.0944,23.6711
XCNAQ677,32.935,117.3086,68.292
XCNAQ675,32.939,117.3961,68.1066
XCNAQ679,32.9673,117.3536,64.7105
XCNAQ676,32.9427,117.3605,65.2889
XCNAQ678,32.8913,117.4186,58.9785
XCNAQ680,32.8985,117.3065,56.9332
CN_1076A,37.739,115.6906,100.9857
CN_1075A,37.7379,115.6426,94.2265
CN_1074A,37.7575,115.6951,93.3993
XCNAQ844,26.9089,112.5328,51.3657
XCNAQ847,26.8733,112.6197,53.2487
XCNAQ848,26.8919,112.6006,58.8981
XCNAQ846,26.8956,112.6211,55.6487
XCNAQ849,26.9056,112.5664,52.6456
XCNAQ845,26.9258,112.6194,54.7334
CN_1265A,28.9664,118.871,40.8884
CN_1264A,28.9404,118.871,45.3928
CN_1266A,28.9745,118.855,42.5249
XCNAQ1101,32.0563,112.1392,79.5891
XCNAQ1100,32.0197,112.155,81.0988
XCNAQ1103,32.0903,112.2106,70.3779
XCNAQ1102,32.1141,112.1825,76.0926
XCNAQ999,22.0225,100.8017,41.9482
XCNAQ998,22.0019,100.7938,19.6478
CN_1482A,36.5819,101.834,52.9595
CN_1480A,36.6428,101.748,47.1207
CN_1481A,36.6922,101.749,45.9866
CN_1483A,36.6867,101.524,49.2666
CN_1471A,34.3731,109.2186,54.9801
CN_1463A,34.2629,108.993,45.4469
CN_1465A,34.2324,108.94,55.5134
CN_1466A,34.2712,108.954,65.8516
CN_1474A,34.3274,109.043,59.6746
CN_1473A,34.1978,108.985,58.9584
CN_1464A,34.2572,109.06,67.78
CN_1468A,34.3474,108.935,56.0212
CN_1472A,34.378,108.869,52.9976
CN_1469A,34.1546,108.906,54.7587
CN_1470A,34.6575,109.2,56.5632
CN_1462A,34.2749,108.882,60.9821
CN_1467A,34.2303,108.883,63.2126
XCNAQ036,23.3404,114.1074,32.3397
XCNAQ798,33.9953,113.7906,76.6566
XCNAQ797,34.0343,113.8211,92.4138
XCNAQ796,34.028,113.8274,74.9702
XCNAQ893,23.1478,109.5681,39.0497
XCNAQ894,23.0672,109.6042,43.2232
XCNAQ896,23.1036,109.5683,39.905
XCNAQ895,23.0944,109.6014,43.8031
CN_1444A,26.5155,106.6948,38.3961
XCNAQ1132,26.5153,106.6959,32.7642
CN_1447A,26.5495,106.6867,29.7067
CN_1440A,26.5689,106.6971,43.9212
XCNAQ1134,26.5659,106.7186,39.0308
CN_1446A,26.5697,106.7164,44.0711
CN_1552A,26.3003,106.805,28.3978
XCNAQ1130,26.6339,106.7577,34.6934
CN_1442A,26.6343,106.7487,39.45
CN_1443A,26.4364,106.6554,39.6744
XCNAQ1131,26.4334,106.6625,33.2026
XCNAQ1133,26.5918,106.7141,34.8324
CN_1445A,26.6009,106.7105,40.758
XCNAQ1135,26.6275,106.6255,28.865
CN_1441A,26.6266,106.6243,34.6731
CN_1439A,26.6029,106.6856,35.7595
XCNAQ903,24.4072,111.5622,39.1117
XCNAQ902,24.4175,111.5269,40.7651
XCNAQ953,30.1259,104.6294,39.6164
XCNAQ951,30.1377,104.6289,42.4061
XCNAQ952,30.1142,104.6469,45.3545
XCNAQ949,30.1366,104.6617,31.5907
XCNAQ950,30.1506,104.6356,43.4066
XCNAQ765,25.8471,114.8905,42.2099
XCNAQ763,25.8664,114.9367,41.1526
XCNAQ766,25.8333,114.9322,43.6355
XCNAQ764,25.8481,114.9461,41.0374
XCNAQ762,25.9118,114.9064,34.2647
XCNAQ451,42.2725,118.9572,35.9787
XCNAQ081,42.2556,118.8789,29.7849
XCNAQ083,42.2814,118.9233,43.5817
XCNAQ452,42.2865,118.9323,53.3001
XCNAQ033,22.728,112.929,41.8828
XCNAQ938,31.2108,107.4967,67.0582
XCNAQ940,31.2058,107.4611,70.0699
XCNAQ937,31.215,107.525,60.9595
XCNAQ939,31.1956,107.5069,60.2522
XCNAQ936,31.2797,107.5272,49.1384
XCNAQ586,35.0308,110.9678,73.9306
XCNAQ584,35.0611,111.0233,63.3963
XCNAQ587,35.1147,111.0414,54.5291
XCNAQ583,35.0147,110.9956,67.5142
CN_1175A,34.7507,119.368,51.2954
CN_1173A,34.5885,119.176,57.4446
CN_1176A,34.6984,119.348,51.9889
CN_1174A,34.5896,119.141,56.1049
XCNAQ1006,27.8136,99.7064,17.342
XCNAQ1007,27.8317,99.7056,15.8685
XCNAQ916,30.6133,105.68,49.0832
XCNAQ915,30.5797,105.7519,60.612
XCNAQ918,30.475,105.5956,49.5366
XCNAQ917,30.6347,105.8161,44.8807
XCNAQ317,27.6869,106.9222,42.1144
XCNAQ314,27.7019,106.9242,33.4842
XCNAQ313,27.72,106.9178,44.7471
XCNAQ315,27.6486,106.8906,46.132
CN_1080A,37.062,114.4854,95.3449
CN_1079A,37.0964,114.5331,96.3958
CN_1077A,37.0967,114.4821,99.8941
CN_1078A,37.0533,114.5261,94.658
XCNAQ1015,31.4717,92.052,48.9208
XCNAQ1014,31.4846,92.0657,60.4987
CN_1050A,36.6198,114.4965,87.2102
CN_1048A,36.6164,114.5426,90.0382
CN_1047A,36.6176,114.5129,85.3147
CN_1049A,36.5775,114.5035,95.0518
XCNAQ851,27.2317,111.4733,60.4872
XCNAQ852,27.2582,111.4908,55.2003
XCNAQ850,27.3033,111.5239,50.3849
XCNAQ854,27.2272,111.4328,59.2667
XCNAQ853,27.2537,111.4503,59.7757
CN_1319A,34.802,113.564,100.4361
CN_1321A,34.719,113.734,94.2905
CN_1324A,34.9162,113.6113,96.7377
CN_1322A,34.7496,113.5991,92.641
CN_1323A,34.7538,113.6356,94.0783
CN_1316A,34.7545,113.681,91.7775
CN_1320A,34.7187,113.727,103.8839
CN_1317A,34.7745,113.641,89.5607
CN_1318A,34.8019,113.675,93.4054
XCNAQ862,25.8179,113.0119,51.4336
XCNAQ863,25.807,113.0383,38.8366
XCNAQ864,25.7759,113.0348,35.4265
XCNAQ861,25.8226,113.0116,58.7921
XCNAQ860,25.9061,113.0073,45.624
XCNAQ375,39.5989,109.8119,27.4848
XCNAQ376,39.7884,109.9734,28.9426
XCNAQ377,39.826,109.9486,29.7807
XCNAQ378,39.5986,109.7736,22.6056
XCNAQ379,39.8129,110.0023,29.0955
XCNAQ826,30.4133,114.8131,78.1537
XCNAQ824,30.3944,114.8878,63.714
XCNAQ825,30.3714,114.8989,63.7916
XCNAQ1044,39.746,98.509,45.1358
XCNAQ1045,39.7294,98.5023,46.6409
CN_1417A,29.7228,106.626,57.4636
CN_1419A,29.5186,106.54,57.0873
CN_1430A,29.4272,106.591,54.8029
CN_1420A,29.6219,106.65,53.7626
CN_1416A,29.8264,106.424,55.9346
CN_1426A,29.4892,106.468,59.49
CN_1424A,29.5164,106.512,57.8731
CN_1422A,29.4822,106.364,54.7778
CN_1427A,29.6453,106.562,55.2085
CN_1425A,29.7125,106.617,53.4974
CN_1414A,29.8272,106.379,30.9909
CN_1421A,29.4892,106.634,55.2887
CN_1428A,29.709,106.452,53.7835
CN_1418A,29.5983,106.296,53.6008
CN_1423A,29.5642,106.571,63.8987
CN_1415A,29.5736,106.46,57.4879
CN_1429A,29.389,106.513,56.714
CN_1262A,29.077,119.647,53.5711
CN_1261A,29.1131,119.649,55.0402
CN_1263A,29.1029,119.686,52.9147
XCNAQ496,31.751,119.579,54.6693
XCNAQ497,31.737,119.579,53.459
XCNAQ342,38.5061,102.1708,33.1725
XCNAQ341,38.5247,102.1878,42.4544
XCNAQ477,38.5339,102.1725,29.3751
XCNAQ029,22.9397,114.3806,27.7425
XCNAQ891,21.9508,108.6553,36.5198
XCNAQ890,21.9667,108.6236,36.2641
XCNAQ892,21.743,108.5989,35.3205
XCNAQ974,27.7231,109.1794,28.0516
XCNAQ973,27.7297,109.1916,27.8607
XCNAQ327,35.0994,109.0656,46.7523
XCNAQ370,34.8731,108.9589,61.8151
XCNAQ326,34.9058,108.9344,60.0408
XCNAQ328,35.0697,109.0697,54.517
XCNAQ691,30.9222,117.8078,51.1698
XCNAQ692,30.9414,117.7806,61.6429
XCNAQ693,30.8811,117.7442,58.2949
XCNAQ690,30.9414,117.8178,58.2752
XCNAQ695,30.9697,117.8472,62.4247
XCNAQ694,30.9219,117.8561,56.5548
CN_1489A,38.5036,106.1358,51.7169
CN_1487A,38.4858,106.072,46.9152
CN_1486A,38.4536,106.217,52.0986
CN_1488A,38.4975,106.2328,55.2042
CN_1484A,38.6016,105.9512,36.5909
CN_1485A,38.4744,106.268,44.4242
XCNAQ609,43.9311,116.0781,16.8035
XCNAQ608,43.9317,116.1042,18.0479
CN_1205A,32.1319,119.43,58.96
CN_1203A,32.1883,119.68,59.975
CN_1204A,32.215,119.491,59.0489
CN_1340A,28.2597,112.9792,54.2199
CN_1342A,28.1178,112.9844,63.4289
CN_1344A,28.3586,112.9958,55.9827
CN_1343A,28.1308,112.8908,67.8286
CN_1338A,28.19,112.9394,62.5743
CN_1341A,28.1944,113.0014,66.7754
CN_1335A,28.2325,113.0833,55.9822
CN_1339A,28.1442,112.9956,57.1558
CN_1337A,28.2053,113.0792,61.1291
CN_1336A,28.2189,112.8872,58.9932
XCNAQ062,36.2126,113.0886,63.3725
XCNAQ1178,36.1912,113.1569,63.4572
XCNAQ064,36.1542,113.1097,64.4123
XCNAQ061,36.1939,113.0972,65
XCNAQ363,36.1855,113.0844,67.1743
XCNAQ704,32.8928,115.8275,55.7152
XCNAQ706,32.8603,115.8556,48.9419
XCNAQ889,21.6414,108.3506,29.9048
XCNAQ887,21.6158,108.3411,31.5022
XCNAQ888,21.7631,108.3511,31.8013
XCNAQ442,21.8536,111.9508,33.4313
XCNAQ441,21.8649,111.9494,31.1271
XCNAQ440,21.8586,111.9786,33.3587
XCNAQ074,37.8561,113.5922,67.279
XCNAQ076,37.85,113.5158,37.3151
XCNAQ075,37.8564,113.5753,59.6331
XCNAQ364,37.8694,113.5689,50.5316
XCNAQ073,37.8531,113.6292,63.3356
XCNAQ071,37.8792,113.4922,46.8336
XCNAQ1081,41.1636,80.2828,78.2758
XCNAQ1082,41.1933,80.2955,72.0244
XCNAQ954,31.9286,102.1755,19.0745
XCNAQ956,31.8934,102.2402,17.3861
XCNAQ610,38.8343,105.6775,39.4918
XCNAQ612,38.8516,105.724,40.7571
XCNAQ611,38.843,105.6975,32.7036
XCNAQ1017,32.5039,80.0895,20.9338
XCNAQ1016,32.5,80.1161,16.2002
XCNAQ1051,33.326,105.0822,29.0437
XCNAQ839,31.7275,113.3583,67.1052
XCNAQ840,31.6908,113.3833,62.025
XCNAQ841,31.7308,113.3983,69.3672
XCNAQ941,30.0125,103.009,37.8366
XCNAQ944,29.9816,103.0001,34.6224
XCNAQ943,29.9834,103.0109,32.5807
XCNAQ942,29.9899,103.0013,41.0922
XCNAQ263,24.7959,113.598,30.6118
XCNAQ262,24.7695,113.5866,33.1179
XCNAQ264,24.6863,113.597,37.9014
XCNAQ261,24.8111,113.5593,35.001
XCNAQ265,24.779,113.6734,32.6875
XCNAQ134,31.6411,118.4828,62.477
XCNAQ135,31.7133,118.6439,63.2229
XCNAQ136,31.7506,118.5106,65.1788
XCNAQ133,31.6861,118.5058,55.2444
XCNAQ137,31.6928,118.48,61.9508
XCNAQ814,32.996,113.996,68.549
XCNAQ812,32.965,114.018,78.4504
XCNAQ813,33.0069,114.0131,74.1354
XCNAQ786,35.7511,114.2956,68.355
XCNAQ785,35.9019,114.17,71.5543
XCNAQ787,35.7306,114.2878,67.6102
XCNAQ761,28.2169,116.9983,41.6234
XCNAQ760,28.2264,117.0222,39.9675
XCNAQ758,28.2642,117.0564,40.3794
XCNAQ759,28.2403,117.0281,41.906
XCNAQ757,28.095,116.9622,33.0811
XCNAQ833,30.4462,114.8977,58.7164
XCNAQ834,30.4742,114.9028,58.9651
XCNAQ1058,35.5102,102.0199,52.1303
XCNAQ1106,29.7128,118.3057,40.5775
XCNAQ1107,29.7207,118.3236,38.0436
XCNAQ700,30.2756,118.1371,26.6238
XCNAQ819,30.2099,115.0264,64.5915
XCNAQ817,30.1765,114.955,67.5882
XCNAQ815,30.2331,115.0625,66.0158
XCNAQ818,30.2043,114.8949,68.7617
XCNAQ816,30.2028,115.0767,71.8651
XCNAQ979,26.5747,107.9783,32.8449
XCNAQ980,26.5665,107.9524,30.0157
XCNAQ981,26.2403,107.5228,22.5125
XCNAQ977,25.0925,104.9022,23.2148
XCNAQ978,25.0992,104.8811,16.9479
XCNAQ220,29.0173,111.6862,53.0973
XCNAQ737,25.0661,117.0256,26.0304
XCNAQ738,25.0311,117.0151,21.211
XCNAQ736,25.1035,117.0216,26.581
XCNAQ735,25.1174,117.0181,29.0354
