fuel_type,Tier,IMOSpeedCode,Load1,NO2_EF_ME,NO2_EF_AE,NO2_EF_AB
MGO,T0,S,0.36,17.014,13.817999999999998,1.974
MGO,T0,S,0.37,17.014,13.817999999999998,1.974
MGO,T0,S,0.38,17.014,13.817999999999998,1.974
MGO,T0,S,0.39,17.014,13.817999999999998,1.974
MGO,T0,S,0.4,17.014,13.817999999999998,1.974
MGO,T0,S,0.41,17.014,13.817999999999998,1.974
MGO,T0,S,0.42,17.014,13.817999999999998,1.974
MGO,T0,S,0.43,17.014,13.817999999999998,1.974
MGO,T0,S,0.44,17.014,13.817999999999998,1.974
MGO,T0,S,0.45,17.014,13.817999999999998,1.974
MGO,T0,S,0.46,17.014,13.817999999999998,1.974
MGO,T0,S,0.47,17.014,13.817999999999998,1.974
MGO,T0,S,0.48,17.014,13.817999999999998,1.974
MGO,T0,S,0.49,17.014,13.817999999999998,1.974
MGO,T0,S,0.5,17.014,13.817999999999998,1.974
MGO,T0,S,0.51,17.014,13.817999999999998,1.974
MGO,T0,S,0.52,17.014,13.817999999999998,1.974
MGO,T0,S,0.53,17.014,13.817999999999998,1.974
MGO,T0,S,0.54,17.014,13.817999999999998,1.974
MGO,T0,S,0.55,17.014,13.817999999999998,1.974
MGO,T0,S,0.56,17.014,13.817999999999998,1.974
MGO,T0,S,0.57,17.014,13.817999999999998,1.974
MGO,T0,S,0.58,17.014,13.817999999999998,1.974
MGO,T0,S,0.59,17.014,13.817999999999998,1.974
MGO,T0,S,0.6,17.014,13.817999999999998,1.974
MGO,T0,S,0.61,17.014,13.817999999999998,1.974
MGO,T0,S,0.62,17.014,13.817999999999998,1.974
MGO,T0,S,0.63,17.014,13.817999999999998,1.974
MGO,T0,S,0.64,17.014,13.817999999999998,1.974
MGO,T0,S,0.65,17.014,13.817999999999998,1.974
MGO,T0,S,0.66,17.014,13.817999999999998,1.974
MGO,T0,S,0.67,17.014,13.817999999999998,1.974
MGO,T0,S,0.68,17.014,13.817999999999998,1.974
MGO,T0,S,0.69,17.014,13.817999999999998,1.974
MGO,T0,S,0.7,17.014,13.817999999999998,1.974
MGO,T0,S,0.71,17.014,13.817999999999998,1.974
MGO,T0,S,0.72,17.014,13.817999999999998,1.974
MGO,T0,S,0.73,17.014,13.817999999999998,1.974
MGO,T0,S,0.74,17.014,13.817999999999998,1.974
MGO,T0,S,0.75,17.014,13.817999999999998,1.974
MGO,T0,S,0.76,17.014,13.817999999999998,1.974
MGO,T0,S,0.77,17.014,13.817999999999998,1.974
MGO,T0,S,0.78,17.014,13.817999999999998,1.974
MGO,T0,S,0.79,17.014,13.817999999999998,1.974
MGO,T0,S,0.8,17.014,13.817999999999998,1.974
MGO,T0,S,0.81,17.014,13.817999999999998,1.974
MGO,T0,S,0.82,17.014,13.817999999999998,1.974
MGO,T0,S,0.83,17.014,13.817999999999998,1.974
MGO,T0,S,0.84,17.014,13.817999999999998,1.974
MGO,T0,S,0.85,17.014,13.817999999999998,1.974
MGO,T0,S,0.86,17.014,13.817999999999998,1.974
MGO,T0,S,0.87,17.014,13.817999999999998,1.974
MGO,T0,S,0.88,17.014,13.817999999999998,1.974
MGO,T0,S,0.89,17.014,13.817999999999998,1.974
MGO,T0,S,0.9,17.014,13.817999999999998,1.974
MGO,T0,S,0.91,17.014,13.817999999999998,1.974
MGO,T0,S,0.92,17.014,13.817999999999998,1.974
MGO,T0,S,0.93,17.014,13.817999999999998,1.974
MGO,T0,S,0.94,17.014,13.817999999999998,1.974
MGO,T0,S,0.95,17.014,13.817999999999998,1.974
MGO,T0,S,0.96,17.014,13.817999999999998,1.974
MGO,T0,S,0.97,17.014,13.817999999999998,1.974
MGO,T0,S,0.98,17.014,13.817999999999998,1.974
MGO,T0,S,0.99,17.014,13.817999999999998,1.974
MGO,T0,S,1.0,17.014,13.817999999999998,1.974
MGO,T0,M,0.0,60.86684529057306,13.817999999999998,1.974
MGO,T0,M,0.01,60.86684529057306,13.817999999999998,1.974
MGO,T0,M,0.02,60.86684529057306,13.817999999999998,1.974
MGO,T0,M,0.03,38.41843635696314,13.817999999999998,1.974
MGO,T0,M,0.04,29.01982572173608,13.817999999999998,1.974
MGO,T0,M,0.05,24.065213507505693,13.817999999999998,1.974
MGO,T0,M,0.06,21.083114629833954,13.817999999999998,1.974
MGO,T0,M,0.07,19.12585733124721,13.817999999999998,1.974
MGO,T0,M,0.08,17.76020397288342,13.817999999999998,1.974
MGO,T0,M,0.09,16.76291631626779,13.817999999999998,1.974
MGO,T0,M,0.1,16.00848402546742,13.817999999999998,1.974
MGO,T0,M,0.11,15.42148557523562,13.817999999999998,1.974
MGO,T0,M,0.12,14.95415285618218,13.817999999999998,1.974
MGO,T0,M,0.13,14.574915131987362,13.817999999999998,1.974
MGO,T0,M,0.14,14.262157902003405,13.817999999999998,1.974
MGO,T0,M,0.15,14.00063729097681,13.817999999999998,1.974
MGO,T0,M,0.16,13.7793265267788,13.817999999999998,1.974
MGO,T0,M,0.17,13.590072825644906,13.817999999999998,1.974
MGO,T0,M,0.18,13.426732094385521,13.817999999999998,1.974
MGO,T0,M,0.19,13.284595511494294,13.817999999999998,1.974
MGO,T0,M,0.2,13.160000000000004,13.817999999999998,1.974
MGO,T0,M,0.21,13.16,13.817999999999998,1.974
MGO,T0,M,0.22,13.16,13.817999999999998,1.974
MGO,T0,M,0.23,13.16,13.817999999999998,1.974
MGO,T0,M,0.24,13.16,13.817999999999998,1.974
MGO,T0,M,0.25,13.16,13.817999999999998,1.974
MGO,T0,M,0.26,13.16,13.817999999999998,1.974
MGO,T0,M,0.27,13.16,13.817999999999998,1.974
MGO,T0,M,0.28,13.16,13.817999999999998,1.974
MGO,T0,M,0.29,13.16,13.817999999999998,1.974
MGO,T0,M,0.3,13.16,13.817999999999998,1.974
MGO,T0,M,0.31,13.16,13.817999999999998,1.974
MGO,T0,M,0.32,13.16,13.817999999999998,1.974
MGO,T0,M,0.33,13.16,13.817999999999998,1.974
MGO,T0,M,0.34,13.16,13.817999999999998,1.974
MGO,T0,M,0.35,13.16,13.817999999999998,1.974
MGO,T0,M,0.36,13.16,13.817999999999998,1.974
MGO,T0,M,0.37,13.16,13.817999999999998,1.974
MGO,T0,M,0.38,13.16,13.817999999999998,1.974
MGO,T0,M,0.39,13.16,13.817999999999998,1.974
MGO,T0,M,0.4,13.16,13.817999999999998,1.974
MGO,T0,M,0.41,13.16,13.817999999999998,1.974
MGO,T0,M,0.42,13.16,13.817999999999998,1.974
MGO,T0,M,0.43,13.16,13.817999999999998,1.974
MGO,T0,M,0.44,13.16,13.817999999999998,1.974
MGO,T0,M,0.45,13.16,13.817999999999998,1.974
MGO,T0,M,0.46,13.16,13.817999999999998,1.974
MGO,T0,M,0.47,13.16,13.817999999999998,1.974
MGO,T0,M,0.48,13.16,13.817999999999998,1.974
MGO,T0,M,0.49,13.16,13.817999999999998,1.974
MGO,T0,M,0.5,13.16,13.817999999999998,1.974
MGO,T0,M,0.51,13.16,13.817999999999998,1.974
MGO,T0,M,0.52,13.16,13.817999999999998,1.974
MGO,T0,M,0.53,13.16,13.817999999999998,1.974
MGO,T0,M,0.54,13.16,13.817999999999998,1.974
MGO,T0,M,0.55,13.16,13.817999999999998,1.974
MGO,T0,M,0.56,13.16,13.817999999999998,1.974
MGO,T0,M,0.57,13.16,13.817999999999998,1.974
MGO,T0,M,0.58,13.16,13.817999999999998,1.974
MGO,T0,M,0.59,13.16,13.817999999999998,1.974
MGO,T0,M,0.6,13.16,13.817999999999998,1.974
MGO,T0,M,0.61,13.16,13.817999999999998,1.974
MGO,T0,M,0.62,13.16,13.817999999999998,1.974
MGO,T0,M,0.63,13.16,13.817999999999998,1.974
MGO,T0,M,0.64,13.16,13.817999999999998,1.974
MGO,T0,M,0.65,13.16,13.817999999999998,1.974
MGO,T0,M,0.66,13.16,13.817999999999998,1.974
MGO,T0,M,0.67,13.16,13.817999999999998,1.974
MGO,T0,M,0.68,13.16,13.817999999999998,1.974
MGO,T0,M,0.69,13.16,13.817999999999998,1.974
MGO,T0,M,0.7,13.16,13.817999999999998,1.974
MGO,T0,M,0.71,13.16,13.817999999999998,1.974
MGO,T0,M,0.72,13.16,13.817999999999998,1.974
MGO,T0,M,0.73,13.16,13.817999999999998,1.974
MGO,T0,M,0.74,13.16,13.817999999999998,1.974
MGO,T0,M,0.75,13.16,13.817999999999998,1.974
MGO,T0,M,0.76,13.16,13.817999999999998,1.974
MGO,T0,M,0.77,13.16,13.817999999999998,1.974
MGO,T0,M,0.78,13.16,13.817999999999998,1.974
MGO,T0,M,0.79,13.16,13.817999999999998,1.974
MGO,T0,M,0.8,13.16,13.817999999999998,1.974
MGO,T0,M,0.81,13.16,13.817999999999998,1.974
MGO,T0,M,0.82,13.16,13.817999999999998,1.974
MGO,T0,M,0.83,13.16,13.817999999999998,1.974
MGO,T0,M,0.84,13.16,13.817999999999998,1.974
MGO,T0,M,0.85,13.16,13.817999999999998,1.974
MGO,T0,M,0.86,13.16,13.817999999999998,1.974
MGO,T0,M,0.87,13.16,13.817999999999998,1.974
MGO,T0,M,0.88,13.16,13.817999999999998,1.974
MGO,T0,M,0.89,13.16,13.817999999999998,1.974
MGO,T0,M,0.9,13.16,13.817999999999998,1.974
MGO,T0,M,0.91,13.16,13.817999999999998,1.974
MGO,T0,M,0.92,13.16,13.817999999999998,1.974
MGO,T0,M,0.93,13.16,13.817999999999998,1.974
MGO,T0,M,0.94,13.16,13.817999999999998,1.974
MGO,T0,M,0.95,13.16,13.817999999999998,1.974
MGO,T0,M,0.96,13.16,13.817999999999998,1.974
MGO,T0,M,0.97,13.16,13.817999999999998,1.974
MGO,T0,M,0.98,13.16,13.817999999999998,1.974
MGO,T0,M,0.99,13.16,13.817999999999998,1.974
MGO,T0,M,1.0,13.16,13.817999999999998,1.974
MGO,T0,H,0.0,60.86684529057306,13.817999999999998,1.974
MGO,T0,H,0.01,60.86684529057306,13.817999999999998,1.974
MGO,T0,H,0.02,60.86684529057306,13.817999999999998,1.974
MGO,T0,H,0.03,38.41843635696314,13.817999999999998,1.974
MGO,T0,H,0.04,29.01982572173608,13.817999999999998,1.974
MGO,T0,H,0.05,24.065213507505693,13.817999999999998,1.974
MGO,T0,H,0.06,21.083114629833954,13.817999999999998,1.974
MGO,T0,H,0.07,19.12585733124721,13.817999999999998,1.974
MGO,T0,H,0.08,17.76020397288342,13.817999999999998,1.974
MGO,T0,H,0.09,16.76291631626779,13.817999999999998,1.974
MGO,T0,H,0.1,16.00848402546742,13.817999999999998,1.974
MGO,T0,H,0.11,15.42148557523562,13.817999999999998,1.974
MGO,T0,H,0.12,14.95415285618218,13.817999999999998,1.974
MGO,T0,H,0.13,14.574915131987362,13.817999999999998,1.974
MGO,T0,H,0.14,14.262157902003405,13.817999999999998,1.974
MGO,T0,H,0.15,14.00063729097681,13.817999999999998,1.974
MGO,T0,H,0.16,13.7793265267788,13.817999999999998,1.974
MGO,T0,H,0.17,13.590072825644906,13.817999999999998,1.974
MGO,T0,H,0.18,13.426732094385521,13.817999999999998,1.974
MGO,T0,H,0.19,13.284595511494294,13.817999999999998,1.974
MGO,T0,H,0.2,13.160000000000004,13.817999999999998,1.974
MGO,T0,H,0.21,13.16,13.817999999999998,1.974
MGO,T0,H,0.22,13.16,13.817999999999998,1.974
MGO,T0,H,0.23,13.16,13.817999999999998,1.974
MGO,T0,H,0.24,13.16,13.817999999999998,1.974
MGO,T0,H,0.25,13.16,13.817999999999998,1.974
MGO,T0,H,0.26,13.16,13.817999999999998,1.974
MGO,T0,H,0.27,13.16,13.817999999999998,1.974
MGO,T0,H,0.28,13.16,13.817999999999998,1.974
MGO,T0,H,0.29,13.16,13.817999999999998,1.974
MGO,T0,H,0.3,13.16,13.817999999999998,1.974
MGO,T0,H,0.31,13.16,13.817999999999998,1.974
MGO,T0,H,0.32,13.16,13.817999999999998,1.974
MGO,T0,H,0.33,13.16,13.817999999999998,1.974
MGO,T0,H,0.34,13.16,13.817999999999998,1.974
MGO,T0,H,0.35,13.16,13.817999999999998,1.974
MGO,T0,H,0.36,13.16,13.817999999999998,1.974
MGO,T0,H,0.37,13.16,13.817999999999998,1.974
MGO,T0,H,0.38,13.16,13.817999999999998,1.974
MGO,T0,H,0.39,13.16,13.817999999999998,1.974
MGO,T0,H,0.4,13.16,13.817999999999998,1.974
MGO,T0,H,0.41,13.16,13.817999999999998,1.974
MGO,T0,H,0.42,13.16,13.817999999999998,1.974
MGO,T0,H,0.43,13.16,13.817999999999998,1.974
MGO,T0,H,0.44,13.16,13.817999999999998,1.974
MGO,T0,H,0.45,13.16,13.817999999999998,1.974
MGO,T0,H,0.46,13.16,13.817999999999998,1.974
MGO,T0,H,0.47,13.16,13.817999999999998,1.974
MGO,T0,H,0.48,13.16,13.817999999999998,1.974
MGO,T0,H,0.49,13.16,13.817999999999998,1.974
MGO,T0,H,0.5,13.16,13.817999999999998,1.974
MGO,T0,H,0.51,13.16,13.817999999999998,1.974
MGO,T0,H,0.52,13.16,13.817999999999998,1.974
MGO,T0,H,0.53,13.16,13.817999999999998,1.974
MGO,T0,H,0.54,13.16,13.817999999999998,1.974
MGO,T0,H,0.55,13.16,13.817999999999998,1.974
MGO,T0,H,0.56,13.16,13.817999999999998,1.974
MGO,T0,H,0.57,13.16,13.817999999999998,1.974
MGO,T0,H,0.58,13.16,13.817999999999998,1.974
MGO,T0,H,0.59,13.16,13.817999999999998,1.974
MGO,T0,H,0.6,13.16,13.817999999999998,1.974
MGO,T0,H,0.61,13.16,13.817999999999998,1.974
MGO,T0,H,0.62,13.16,13.817999999999998,1.974
MGO,T0,H,0.63,13.16,13.817999999999998,1.974
MGO,T0,H,0.64,13.16,13.817999999999998,1.974
MGO,T0,H,0.65,13.16,13.817999999999998,1.974
MGO,T0,H,0.66,13.16,13.817999999999998,1.974
MGO,T0,H,0.67,13.16,13.817999999999998,1.974
MGO,T0,H,0.68,13.16,13.817999999999998,1.974
MGO,T0,H,0.69,13.16,13.817999999999998,1.974
MGO,T0,H,0.7,13.16,13.817999999999998,1.974
MGO,T0,H,0.71,13.16,13.817999999999998,1.974
MGO,T0,H,0.72,13.16,13.817999999999998,1.974
MGO,T0,H,0.73,13.16,13.817999999999998,1.974
MGO,T0,H,0.74,13.16,13.817999999999998,1.974
MGO,T0,H,0.75,13.16,13.817999999999998,1.974
MGO,T0,H,0.76,13.16,13.817999999999998,1.974
MGO,T0,H,0.77,13.16,13.817999999999998,1.974
MGO,T0,H,0.78,13.16,13.817999999999998,1.974
MGO,T0,H,0.79,13.16,13.817999999999998,1.974
MGO,T0,H,0.8,13.16,13.817999999999998,1.974
MGO,T0,H,0.81,13.16,13.817999999999998,1.974
MGO,T0,H,0.82,13.16,13.817999999999998,1.974
MGO,T0,H,0.83,13.16,13.817999999999998,1.974
MGO,T0,H,0.84,13.16,13.817999999999998,1.974
MGO,T0,H,0.85,13.16,13.817999999999998,1.974
MGO,T0,H,0.86,13.16,13.817999999999998,1.974
MGO,T0,H,0.87,13.16,13.817999999999998,1.974
MGO,T0,H,0.88,13.16,13.817999999999998,1.974
MGO,T0,H,0.89,13.16,13.817999999999998,1.974
MGO,T0,H,0.9,13.16,13.817999999999998,1.974
MGO,T0,H,0.91,13.16,13.817999999999998,1.974
MGO,T0,H,0.92,13.16,13.817999999999998,1.974
MGO,T0,H,0.93,13.16,13.817999999999998,1.974
MGO,T0,H,0.94,13.16,13.817999999999998,1.974
MGO,T0,H,0.95,13.16,13.817999999999998,1.974
MGO,T0,H,0.96,13.16,13.817999999999998,1.974
MGO,T0,H,0.97,13.16,13.817999999999998,1.974
MGO,T0,H,0.98,13.16,13.817999999999998,1.974
MGO,T0,H,0.99,13.16,13.817999999999998,1.974
MGO,T0,H,1.0,13.16,13.817999999999998,1.974
MGO,T1,S,0.0,73.90974070998156,12.219999999999999,1.974
MGO,T1,S,0.01,73.90974070998156,12.219999999999999,1.974
MGO,T1,S,0.02,73.90974070998156,12.219999999999999,1.974
MGO,T1,S,0.03,46.65095843345524,12.219999999999999,1.974
MGO,T1,S,0.04,35.238359804965235,12.219999999999999,1.974
MGO,T1,S,0.05,29.22204497339977,12.219999999999999,1.974
MGO,T1,S,0.06,25.60092490765551,12.219999999999999,1.974
MGO,T1,S,0.07,23.22425533080018,12.219999999999999,1.974
MGO,T1,S,0.08,21.565961967072724,12.219999999999999,1.974
MGO,T1,S,0.09,20.354969812610886,12.219999999999999,1.974
MGO,T1,S,0.1,19.438873459496154,12.219999999999999,1.974
MGO,T1,S,0.11,18.726089627071822,12.219999999999999,1.974
MGO,T1,S,0.12,18.15861418250693,12.219999999999999,1.974
MGO,T1,S,0.13,17.698111231698938,12.219999999999999,1.974
MGO,T1,S,0.14,17.318334595289848,12.219999999999999,1.974
MGO,T1,S,0.15,17.000773853328983,12.219999999999999,1.974
MGO,T1,S,0.16,16.732039353945684,12.219999999999999,1.974
MGO,T1,S,0.17,16.5022312882831,12.219999999999999,1.974
MGO,T1,S,0.18,16.303888971753846,12.219999999999999,1.974
MGO,T1,S,0.19,16.13129454967164,12.219999999999999,1.974
MGO,T1,S,0.2,15.980000000000002,12.219999999999999,1.974
MGO,T1,S,0.21,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.22,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.23,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.24,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.25,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.26,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.27,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.28,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.29,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.3,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.31,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.32,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.33,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.34,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.35,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.36,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.37,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.38,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.39,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.4,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.41,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.42,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.43,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.44,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.45,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.46,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.47,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.48,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.49,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.5,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.51,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.52,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.53,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.54,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.55,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.56,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.57,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.58,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.59,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.6,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.61,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.62,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.63,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.64,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.65,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.66,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.67,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.68,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.69,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.7,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.71,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.72,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.73,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.74,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.75,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.76,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.77,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.78,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.79,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.8,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.81,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.82,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.83,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.84,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.85,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.86,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.87,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.88,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.89,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.9,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.91,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.92,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.93,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.94,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.95,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.96,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.97,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.98,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,0.99,15.979999999999999,12.219999999999999,1.974
MGO,T1,S,1.0,15.979999999999999,12.219999999999999,1.974
MGO,T1,M,0.0,56.51921348410355,12.219999999999999,1.974
MGO,T1,M,0.01,56.51921348410355,12.219999999999999,1.974
MGO,T1,M,0.02,56.51921348410355,12.219999999999999,1.974
MGO,T1,M,0.03,35.67426233146577,12.219999999999999,1.974
MGO,T1,M,0.04,26.946981027326355,12.219999999999999,1.974
MGO,T1,M,0.05,22.346269685541,12.219999999999999,1.974
MGO,T1,M,0.06,19.577177870560096,12.219999999999999,1.974
MGO,T1,M,0.07,17.75972466472955,12.219999999999999,1.974
MGO,T1,M,0.08,16.49161797482032,12.219999999999999,1.974
MGO,T1,M,0.09,15.565565150820088,12.219999999999999,1.974
MGO,T1,M,0.1,14.865020880791176,12.219999999999999,1.974
MGO,T1,M,0.11,14.319950891290217,12.219999999999999,1.974
MGO,T1,M,0.12,13.885999080740593,12.219999999999999,1.974
MGO,T1,M,0.13,13.533849765416834,12.219999999999999,1.974
MGO,T1,M,0.14,13.24343233757459,12.219999999999999,1.974
MGO,T1,M,0.15,13.00059177019275,12.219999999999999,1.974
MGO,T1,M,0.16,12.795088917723168,12.219999999999999,1.974
MGO,T1,M,0.17,12.61935333809884,12.219999999999999,1.974
MGO,T1,M,0.18,12.467679801929412,12.219999999999999,1.974
MGO,T1,M,0.19,12.335695832101843,12.219999999999999,1.974
MGO,T1,M,0.2,12.220000000000002,12.219999999999999,1.974
MGO,T1,M,0.21,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.22,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.23,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.24,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.25,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.26,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.27,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.28,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.29,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.3,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.31,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.32,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.33,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.34,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.35,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.36,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.37,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.38,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.39,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.4,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.41,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.42,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.43,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.44,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.45,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.46,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.47,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.48,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.49,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.5,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.51,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.52,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.53,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.54,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.55,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.56,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.57,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.58,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.59,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.6,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.61,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.62,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.63,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.64,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.65,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.66,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.67,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.68,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.69,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.7,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.71,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.72,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.73,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.74,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.75,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.76,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.77,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.78,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.79,12.219999999999999,12.219999999999999,1.974
MGO,T1,M,0.8,12.219999999999999,12.219999999999999,1.974
