fuel_type,Tier,IMOSpeedCode,Load1,NO2_EF_ME,NO2_EF_AE,NO2_EF_AB
MGO,T2,G,0.05,10.485557313984621,10.527999999999999,1.974
MGO,T2,G,0.06,9.186214231570506,10.527999999999999,1.974
MGO,T2,G,0.07,8.33340926575771,10.527999999999999,1.974
MGO,T2,G,0.08,7.738374588184918,10.527999999999999,1.974
MGO,T2,G,0.09,7.303842109230964,10.527999999999999,1.974
MGO,T2,G,0.1,6.9751251825250895,10.527999999999999,1.974
MGO,T2,G,0.11,6.719361572066948,10.527999999999999,1.974
MGO,T2,G,0.12,6.5157380301936625,10.527999999999999,1.974
MGO,T2,G,0.13,6.3504987360802065,10.527999999999999,1.974
MGO,T2,G,0.14,6.2142259430157685,10.527999999999999,1.974
MGO,T2,G,0.15,6.100277676782752,10.527999999999999,1.974
MGO,T2,G,0.16,6.0038494152393325,10.527999999999999,1.974
MGO,T2,G,0.17,5.921388874030994,10.527999999999999,1.974
MGO,T2,G,0.18,5.850218983982262,10.527999999999999,1.974
MGO,T2,G,0.19,5.7882880442939415,10.527999999999999,1.974
MGO,T2,G,0.2,5.734,10.527999999999999,1.974
MGO,T2,G,0.21,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.22,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.23,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.24,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.25,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.26,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.27,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.28,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.29,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.3,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.31,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.32,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.33,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.34,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.35,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.36,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.37,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.38,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.39,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.4,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.41,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.42,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.43,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.44,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.45,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.46,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.47,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.48,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.49,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.5,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.51,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.52,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.53,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.54,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.55,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.56,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.57,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.58,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.59,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.6,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.61,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.62,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.63,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.64,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.65,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.66,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.67,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.68,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.69,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.7,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.71,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.72,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.73,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.74,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.75,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.76,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.77,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.78,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.79,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.8,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.81,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.82,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.83,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.84,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.85,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.86,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.87,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.88,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.89,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.9,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.91,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.92,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.93,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.94,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.95,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.96,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.97,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.98,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,0.99,5.733999999999999,10.527999999999999,1.974
MGO,T2,G,1.0,5.733999999999999,10.527999999999999,1.974
MGO,T3,G,0.0,14.781948141996313,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.01,14.781948141996313,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.02,14.781948141996313,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.03,9.330191686691048,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.04,7.047671960993047,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.05,5.844408994679953,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.06,5.120184981531103,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.07,4.644851066160036,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.08,4.313192393414545,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.09,4.070993962522177,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.1,3.8877746918992306,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.11,3.7452179254143645,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.12,3.631722836501386,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.13,3.5396222463397877,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.14,3.4636669190579696,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.15,3.400154770665796,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.16,3.3464078707891365,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.17,3.30044625765662,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.18,3.260777794350769,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.19,3.226258909934328,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.2,3.1960000000000006,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.21,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.22,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.23,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.24,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.25,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.26,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.27,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.28,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.29,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.3,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.31,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.32,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.33,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.34,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.35,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.36,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.37,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.38,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.39,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.4,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.41,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.42,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.43,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.44,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.45,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.46,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.47,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.48,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.49,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.5,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.51,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.52,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.53,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.54,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.55,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.56,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.57,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.58,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.59,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.6,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.61,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.62,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.63,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.64,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.65,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.66,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.67,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.68,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.69,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.7,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.71,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.72,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.73,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.74,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.75,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.76,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.77,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.78,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.79,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.8,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.81,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.82,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.83,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.84,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.85,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.86,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.87,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.88,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.89,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.9,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.91,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.92,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.93,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.94,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.95,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.96,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.97,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.98,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,0.99,3.1959999999999997,3.1959999999999997,3.1959999999999997
MGO,T3,G,1.0,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T0,S,0.0,78.69213569709802,13.817999999999998,1.974
MDO,T0,S,0.01,78.69213569709802,13.817999999999998,1.974
MDO,T0,S,0.02,78.69213569709802,13.817999999999998,1.974
MDO,T0,S,0.03,49.66954986150234,13.817999999999998,1.974
MDO,T0,S,0.04,37.51848896881593,13.817999999999998,1.974
MDO,T0,S,0.05,31.11288317756093,13.817999999999998,1.974
MDO,T0,S,0.06,27.25745534285675,13.817999999999998,1.974
MDO,T0,S,0.07,24.727001263969605,13.817999999999998,1.974
MDO,T0,S,0.08,22.961406564942138,13.817999999999998,1.974
MDO,T0,S,0.09,21.672056094603356,13.817999999999998,1.974
MDO,T0,S,0.1,20.696682918640022,13.817999999999998,1.974
MDO,T0,S,0.11,19.937777779411764,13.817999999999998,1.974
MDO,T0,S,0.12,19.333583335492673,13.817999999999998,1.974
MDO,T0,S,0.13,18.843283134926516,13.817999999999998,1.974
MDO,T0,S,0.14,18.438932716161545,13.817999999999998,1.974
MDO,T0,S,0.15,18.100823926191445,13.817999999999998,1.974
MDO,T0,S,0.16,17.814700723906874,13.817999999999998,1.974
MDO,T0,S,0.17,17.570022724583772,13.817999999999998,1.974
MDO,T0,S,0.18,17.358846493455566,13.817999999999998,1.974
MDO,T0,S,0.19,17.175084197003336,13.817999999999998,1.974
MDO,T0,S,0.2,17.014000000000003,13.817999999999998,1.974
MDO,T0,S,0.21,17.014,13.817999999999998,1.974
MDO,T0,S,0.22,17.014,13.817999999999998,1.974
MDO,T0,S,0.23,17.014,13.817999999999998,1.974
MDO,T0,S,0.24,17.014,13.817999999999998,1.974
MDO,T0,S,0.25,17.014,13.817999999999998,1.974
MDO,T0,S,0.26,17.014,13.817999999999998,1.974
MDO,T0,S,0.27,17.014,13.817999999999998,1.974
MDO,T0,S,0.28,17.014,13.817999999999998,1.974
MDO,T0,S,0.29,17.014,13.817999999999998,1.974
MDO,T0,S,0.3,17.014,13.817999999999998,1.974
MDO,T0,S,0.31,17.014,13.817999999999998,1.974
MDO,T0,S,0.32,17.014,13.817999999999998,1.974
MDO,T0,S,0.33,17.014,13.817999999999998,1.974
MDO,T0,S,0.34,17.014,13.817999999999998,1.974
MDO,T0,S,0.35,17.014,13.817999999999998,1.974
MDO,T0,S,0.36,17.014,13.817999999999998,1.974
MDO,T0,S,0.37,17.014,13.817999999999998,1.974
MDO,T0,S,0.38,17.014,13.817999999999998,1.974
MDO,T0,S,0.39,17.014,13.817999999999998,1.974
MDO,T0,S,0.4,17.014,13.817999999999998,1.974
MDO,T0,S,0.41,17.014,13.817999999999998,1.974
MDO,T0,S,0.42,17.014,13.817999999999998,1.974
MDO,T0,S,0.43,17.014,13.817999999999998,1.974
MDO,T0,S,0.44,17.014,13.817999999999998,1.974
MDO,T0,S,0.45,17.014,13.817999999999998,1.974
MDO,T0,S,0.46,17.014,13.817999999999998,1.974
MDO,T0,S,0.47,17.014,13.817999999999998,1.974
MDO,T0,S,0.48,17.014,13.817999999999998,1.974
MDO,T0,S,0.49,17.014,13.817999999999998,1.974
MDO,T0,S,0.5,17.014,13.817999999999998,1.974
MDO,T0,S,0.51,17.014,13.817999999999998,1.974
MDO,T0,S,0.52,17.014,13.817999999999998,1.974
MDO,T0,S,0.53,17.014,13.817999999999998,1.974
MDO,T0,S,0.54,17.014,13.817999999999998,1.974
MDO,T0,S,0.55,17.014,13.817999999999998,1.974
MDO,T0,S,0.56,17.014,13.817999999999998,1.974
MDO,T0,S,0.57,17.014,13.817999999999998,1.974
MDO,T0,S,0.58,17.014,13.817999999999998,1.974
MDO,T0,S,0.59,17.014,13.817999999999998,1.974
MDO,T0,S,0.6,17.014,13.817999999999998,1.974
MDO,T0,S,0.61,17.014,13.817999999999998,1.974
MDO,T0,S,0.62,17.014,13.817999999999998,1.974
MDO,T0,S,0.63,17.014,13.817999999999998,1.974
MDO,T0,S,0.64,17.014,13.817999999999998,1.974
MDO,T0,S,0.65,17.014,13.817999999999998,1.974
MDO,T0,S,0.66,17.014,13.817999999999998,1.974
MDO,T0,S,0.67,17.014,13.817999999999998,1.974
MDO,T0,S,0.68,17.014,13.817999999999998,1.974
MDO,T0,S,0.69,17.014,13.817999999999998,1.974
MDO,T0,S,0.7,17.014,13.817999999999998,1.974
MDO,T0,S,0.71,17.014,13.817999999999998,1.974
MDO,T0,S,0.72,17.014,13.817999999999998,1.974
MDO,T0,S,0.73,17.014,13.817999999999998,1.974
MDO,T0,S,0.74,17.014,13.817999999999998,1.974
MDO,T0,S,0.75,17.014,13.817999999999998,1.974
MDO,T0,S,0.76,17.014,13.817999999999998,1.974
MDO,T0,S,0.77,17.014,13.817999999999998,1.974
MDO,T0,S,0.78,17.014,13.817999999999998,1.974
MDO,T0,S,0.79,17.014,13.817999999999998,1.974
MDO,T0,S,0.8,17.014,13.817999999999998,1.974
MDO,T0,S,0.81,17.014,13.817999999999998,1.974
MDO,T0,S,0.82,17.014,13.817999999999998,1.974
MDO,T0,S,0.83,17.014,13.817999999999998,1.974
MDO,T0,S,0.84,17.014,13.817999999999998,1.974
MDO,T0,S,0.85,17.014,13.817999999999998,1.974
MDO,T0,S,0.86,17.014,13.817999999999998,1.974
MDO,T0,S,0.87,17.014,13.817999999999998,1.974
MDO,T0,S,0.88,17.014,13.817999999999998,1.974
MDO,T0,S,0.89,17.014,13.817999999999998,1.974
MDO,T0,S,0.9,17.014,13.817999999999998,1.974
MDO,T0,S,0.91,17.014,13.817999999999998,1.974
MDO,T0,S,0.92,17.014,13.817999999999998,1.974
MDO,T0,S,0.93,17.014,13.817999999999998,1.974
MDO,T0,S,0.94,17.014,13.817999999999998,1.974
MDO,T0,S,0.95,17.014,13.817999999999998,1.974
MDO,T0,S,0.96,17.014,13.817999999999998,1.974
MDO,T0,S,0.97,17.014,13.817999999999998,1.974
MDO,T0,S,0.98,17.014,13.817999999999998,1.974
MDO,T0,S,0.99,17.014,13.817999999999998,1.974
MDO,T0,S,1.0,17.014,13.817999999999998,1.974
MDO,T0,M,0.0,60.86684529057306,13.817999999999998,1.974
MDO,T0,M,0.01,60.86684529057306,13.817999999999998,1.974
MDO,T0,M,0.02,60.86684529057306,13.817999999999998,1.974
MDO,T0,M,0.03,38.41843635696314,13.817999999999998,1.974
MDO,T0,M,0.04,29.01982572173608,13.817999999999998,1.974
MDO,T0,M,0.05,24.065213507505693,13.817999999999998,1.974
MDO,T0,M,0.06,21.083114629833954,13.817999999999998,1.974
MDO,T0,M,0.07,19.12585733124721,13.817999999999998,1.974
MDO,T0,M,0.08,17.76020397288342,13.817999999999998,1.974
MDO,T0,M,0.09,16.76291631626779,13.817999999999998,1.974
MDO,T0,M,0.1,16.00848402546742,13.817999999999998,1.974
MDO,T0,M,0.11,15.42148557523562,13.817999999999998,1.974
MDO,T0,M,0.12,14.95415285618218,13.817999999999998,1.974
MDO,T0,M,0.13,14.574915131987362,13.817999999999998,1.974
MDO,T0,M,0.14,14.262157902003405,13.817999999999998,1.974
MDO,T0,M,0.15,14.00063729097681,13.817999999999998,1.974
MDO,T0,M,0.16,13.7793265267788,13.817999999999998,1.974
MDO,T0,M,0.17,13.590072825644906,13.817999999999998,1.974
MDO,T0,M,0.18,13.426732094385521,13.817999999999998,1.974
MDO,T0,M,0.19,13.284595511494294,13.817999999999998,1.974
MDO,T0,M,0.2,13.160000000000004,13.817999999999998,1.974
MDO,T0,M,0.21,13.16,13.817999999999998,1.974
MDO,T0,M,0.22,13.16,13.817999999999998,1.974
MDO,T0,M,0.23,13.16,13.817999999999998,1.974
MDO,T0,M,0.24,13.16,13.817999999999998,1.974
MDO,T0,M,0.25,13.16,13.817999999999998,1.974
MDO,T0,M,0.26,13.16,13.817999999999998,1.974
MDO,T0,M,0.27,13.16,13.817999999999998,1.974
MDO,T0,M,0.28,13.16,13.817999999999998,1.974
MDO,T0,M,0.29,13.16,13.817999999999998,1.974
MDO,T0,M,0.3,13.16,13.817999999999998,1.974
MDO,T0,M,0.31,13.16,13.817999999999998,1.974
MDO,T0,M,0.32,13.16,13.817999999999998,1.974
MDO,T0,M,0.33,13.16,13.817999999999998,1.974
MDO,T0,M,0.34,13.16,13.817999999999998,1.974
MDO,T0,M,0.35,13.16,13.817999999999998,1.974
MDO,T0,M,0.36,13.16,13.817999999999998,1.974
MDO,T0,M,0.37,13.16,13.817999999999998,1.974
MDO,T0,M,0.38,13.16,13.817999999999998,1.974
MDO,T0,M,0.39,13.16,13.817999999999998,1.974
MDO,T0,M,0.4,13.16,13.817999999999998,1.974
MDO,T0,M,0.41,13.16,13.817999999999998,1.974
MDO,T0,M,0.42,13.16,13.817999999999998,1.974
MDO,T0,M,0.43,13.16,13.817999999999998,1.974
MDO,T0,M,0.44,13.16,13.817999999999998,1.974
MDO,T0,M,0.45,13.16,13.817999999999998,1.974
MDO,T0,M,0.46,13.16,13.817999999999998,1.974
MDO,T0,M,0.47,13.16,13.817999999999998,1.974
MDO,T0,M,0.48,13.16,13.817999999999998,1.974
MDO,T0,M,0.49,13.16,13.817999999999998,1.974
MDO,T0,M,0.5,13.16,13.817999999999998,1.974
MDO,T0,M,0.51,13.16,13.817999999999998,1.974
MDO,T0,M,0.52,13.16,13.817999999999998,1.974
MDO,T0,M,0.53,13.16,13.817999999999998,1.974
MDO,T0,M,0.54,13.16,13.817999999999998,1.974
MDO,T0,M,0.55,13.16,13.817999999999998,1.974
MDO,T0,M,0.56,13.16,13.817999999999998,1.974
MDO,T0,M,0.57,13.16,13.817999999999998,1.974
MDO,T0,M,0.58,13.16,13.817999999999998,1.974
MDO,T0,M,0.59,13.16,13.817999999999998,1.974
MDO,T0,M,0.6,13.16,13.817999999999998,1.974
MDO,T0,M,0.61,13.16,13.817999999999998,1.974
MDO,T0,M,0.62,13.16,13.817999999999998,1.974
MDO,T0,M,0.63,13.16,13.817999999999998,1.974
MDO,T0,M,0.64,13.16,13.817999999999998,1.974
MDO,T0,M,0.65,13.16,13.817999999999998,1.974
MDO,T0,M,0.66,13.16,13.817999999999998,1.974
MDO,T0,M,0.67,13.16,13.817999999999998,1.974
MDO,T0,M,0.68,13.16,13.817999999999998,1.974
MDO,T0,M,0.69,13.16,13.817999999999998,1.974
MDO,T0,M,0.7,13.16,13.817999999999998,1.974
MDO,T0,M,0.71,13.16,13.817999999999998,1.974
MDO,T0,M,0.72,13.16,13.817999999999998,1.974
MDO,T0,M,0.73,13.16,13.817999999999998,1.974
MDO,T0,M,0.74,13.16,13.817999999999998,1.974
MDO,T0,M,0.75,13.16,13.817999999999998,1.974
MDO,T0,M,0.76,13.16,13.817999999999998,1.974
MDO,T0,M,0.77,13.16,13.817999999999998,1.974
MDO,T0,M,0.78,13.16,13.817999999999998,1.974
MDO,T0,M,0.79,13.16,13.817999999999998,1.974
MDO,T0,M,0.8,13.16,13.817999999999998,1.974
MDO,T0,M,0.81,13.16,13.817999999999998,1.974
MDO,T0,M,0.82,13.16,13.817999999999998,1.974
MDO,T0,M,0.83,13.16,13.817999999999998,1.974
MDO,T0,M,0.84,13.16,13.817999999999998,1.974
MDO,T0,M,0.85,13.16,13.817999999999998,1.974
MDO,T0,M,0.86,13.16,13.817999999999998,1.974
MDO,T0,M,0.87,13.16,13.817999999999998,1.974
MDO,T0,M,0.88,13.16,13.817999999999998,1.974
MDO,T0,M,0.89,13.16,13.817999999999998,1.974
MDO,T0,M,0.9,13.16,13.817999999999998,1.974
MDO,T0,M,0.91,13.16,13.817999999999998,1.974
MDO,T0,M,0.92,13.16,13.817999999999998,1.974
MDO,T0,M,0.93,13.16,13.817999999999998,1.974
MDO,T0,M,0.94,13.16,13.817999999999998,1.974
MDO,T0,M,0.95,13.16,13.817999999999998,1.974
MDO,T0,M,0.96,13.16,13.817999999999998,1.974
MDO,T0,M,0.97,13.16,13.817999999999998,1.974
MDO,T0,M,0.98,13.16,13.817999999999998,1.974
MDO,T0,M,0.99,13.16,13.817999999999998,1.974
MDO,T0,M,1.0,13.16,13.817999999999998,1.974
MDO,T0,H,0.0,60.86684529057306,13.817999999999998,1.974
MDO,T0,H,0.01,60.86684529057306,13.817999999999998,1.974
MDO,T0,H,0.02,60.86684529057306,13.817999999999998,1.974
MDO,T0,H,0.03,38.41843635696314,13.817999999999998,1.974
MDO,T0,H,0.04,29.01982572173608,13.817999999999998,1.974
MDO,T0,H,0.05,24.065213507505693,13.817999999999998,1.974
MDO,T0,H,0.06,21.083114629833954,13.817999999999998,1.974
MDO,T0,H,0.07,19.12585733124721,13.817999999999998,1.974
MDO,T0,H,0.08,17.76020397288342,13.817999999999998,1.974
MDO,T0,H,0.09,16.76291631626779,13.817999999999998,1.974
MDO,T0,H,0.1,16.00848402546742,13.817999999999998,1.974
MDO,T0,H,0.11,15.42148557523562,13.817999999999998,1.974
MDO,T0,H,0.12,14.95415285618218,13.817999999999998,1.974
MDO,T0,H,0.13,14.574915131987362,13.817999999999998,1.974
MDO,T0,H,0.14,14.262157902003405,13.817999999999998,1.974
MDO,T0,H,0.15,14.00063729097681,13.817999999999998,1.974
MDO,T0,H,0.16,13.7793265267788,13.817999999999998,1.974
MDO,T0,H,0.17,13.590072825644906,13.817999999999998,1.974
MDO,T0,H,0.18,13.426732094385521,13.817999999999998,1.974
MDO,T0,H,0.19,13.284595511494294,13.817999999999998,1.974
MDO,T0,H,0.2,13.160000000000004,13.817999999999998,1.974
MDO,T0,H,0.21,13.16,13.817999999999998,1.974
