ME_type,fuel_type,s_content,Load1,CO2_EF_ME,CO2_EF_AE,CO2_EF_AB,SO2_EF_ME,SO2_EF_AE,SO2_EF_AB,SO4_EF_ME,SO4_EF_AE,SO4_EF_AB,EC_EF_ME,EC_EF_AE,EC_EF_AB,OC_EF_ME,OC_EF_AE,OC_EF_AB,CO_EF_ME,CO_EF_AE,CO_EF_AB,NMVOC_EF_ME,NMVOC_EF_AE,NMVOC_EF_AB,NH3_EF_ME,NH3_EF_AE,NH3_EF_AB
SSD,MDO,0.5,0.82,595.32941762,695.702,961.8,1.81677302,2.12,2.93,0.06022451999999999,0.07,0.1,0.08029936,0.08,0.08,0.2055663616251432,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.83,595.571109945,695.702,961.8,1.817510595,2.12,2.93,0.06024897,0.07,0.1,0.08033196000000001,0.08,0.08,0.2056498176181655,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.84,595.86677528,695.702,961.8,1.81841288,2.12,2.93,0.06027888,0.07,0.1,0.08037184,0.08,0.08,0.20575191041312546,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.85,596.216413625,695.702,961.8,1.819479875,2.12,2.93,0.06031425,0.07,0.1,0.080419,0.08,0.08,0.2058726400094846,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.86,596.62002498,695.702,961.8,1.82071158,2.12,2.93,0.06035508000000001,0.07,0.1,0.08047344000000001,0.08,0.08,0.20601200640685435,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.87,597.0776093450003,695.702,961.8,1.8221079950000003,2.12,2.93,0.06040137000000001,0.07,0.1,0.08053516000000002,0.08,0.08,0.20617000960495396,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.88,597.58916672,695.702,961.8,1.82366912,2.12,2.93,0.06045312,0.07,0.1,0.08060416000000001,0.08,0.08,0.20634664960358076,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.89,598.1546971050002,695.702,961.8,1.825394955,2.12,2.93,0.06051033,0.07,0.1,0.08068044,0.08,0.08,0.20654192640258845,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.9,598.7742005,695.702,961.8,1.8272855,2.12,2.93,0.060573,0.07,0.1,0.080764,0.08,0.08,0.20675584000187125,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.91,599.4476769050002,695.702,961.8,1.8293407550000005,2.12,2.93,0.060641130000000015,0.07,0.1,0.08085484000000001,0.08,0.08,0.20698839040135286,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.92,600.1751263200001,695.702,961.8,1.8315607200000004,2.12,2.93,0.060714720000000014,0.07,0.1,0.08095296000000002,0.08,0.08,0.2072395776009783,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.93,600.956548745,695.702,961.8,1.833945395,2.12,2.93,0.06079377,0.07,0.1,0.08105836,0.08,0.08,0.2075094016007074,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.94,601.7919441800002,695.702,961.8,1.8364947800000004,2.12,2.93,0.060878280000000014,0.07,0.1,0.08117104000000001,0.08,0.08,0.20779786240051165,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.95,602.6813126250001,695.702,961.8,1.8392088750000004,2.12,2.93,0.060968250000000015,0.07,0.1,0.08129100000000003,0.08,0.08,0.20810496000037004,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.96,603.62465408,695.702,961.8,1.84208768,2.12,2.93,0.06106368,0.07,0.1,0.08141824,0.08,0.08,0.2084306944002676,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.97,604.6219685450002,695.702,961.8,1.845131195,2.12,2.93,0.06116457,0.07,0.1,0.08155276,0.08,0.08,0.20877506560019365,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.98,605.67325602,695.702,961.8,1.84833942,2.12,2.93,0.06127092,0.07,0.1,0.08169456,0.08,0.08,0.20913807360014008,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,0.99,606.7785165050002,695.702,961.8,1.851712355,2.12,2.93,0.06138273,0.07,0.1,0.08184364000000001,0.08,0.08,0.20951971840010133,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.5,1.0,607.93775,695.702,961.8,1.8552500000000005,2.12,2.93,0.06150000000000001,0.07,0.1,0.08200000000000003,0.08,0.08,0.20992000000007335,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.0,759.1808,695.702,961.8,0.4608,0.42,0.59,0.0128,0.01,0.02,0.1024,0.08,0.08,0.8532480000000001,0.2,0.2,13.57620190089508,1.1,0.2,12.708008436404636,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.01,754.996705505,695.702,961.8,0.45826038,0.42,0.59,0.012729455,0.01,0.02,0.10183564,0.08,0.08,0.8485454703000002,0.2,0.2,13.57620190089508,1.1,0.2,12.708008436404636,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.02,750.86658402,695.702,961.8,0.45575352,0.42,0.59,0.01265982,0.01,0.02,0.10127856,0.08,0.08,0.8439036012000001,0.2,0.2,13.57620190089508,1.1,0.2,12.708008436404636,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.03,746.790435545,695.702,961.8,0.45327942,0.42,0.59,0.012591095000000002,0.01,0.02,0.10072876,0.08,0.08,0.8393223927000002,0.2,0.2,9.06649749315616,1.1,0.2,7.01059702518061,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.04,742.7682600800001,695.702,961.8,0.45083808,0.42,0.59,0.01252328,0.01,0.02,0.10018624,0.08,0.08,0.8348018448000002,0.2,0.2,6.811645289286702,1.1,0.2,4.62522745884925,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.05,738.800057625,695.702,961.8,0.4484295,0.42,0.59,0.012456375,0.01,0.02,0.099651,0.08,0.08,0.8303419575000001,0.2,0.2,5.458733966965027,1.1,0.2,3.3677457259108285,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.06,734.8858281800002,695.702,961.8,0.44605368,0.42,0.59,0.01239038,0.01,0.02,0.09912304,0.08,0.08,0.8259427308000001,0.2,0.2,4.556793085417243,1.1,0.2,2.6108883368061857,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.07,731.0255717450002,695.702,961.8,0.44371062,0.42,0.59,0.012325295,0.01,0.02,0.09860236,0.08,0.08,0.8216041647000001,0.2,0.2,3.912549598597397,1.1,0.2,2.114135978959844,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.08,727.21928832,695.702,961.8,0.44140032,0.42,0.59,0.01226112,0.01,0.02,0.09808896,0.08,0.08,0.8173262592000001,0.2,0.2,3.4293669834825136,1.1,0.2,1.7675328388117262,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.09,723.466977905,695.702,961.8,0.43912278,0.42,0.59,0.012197855,0.01,0.02,0.09758284,0.08,0.08,0.8131090143,0.2,0.2,3.053558282837603,1.1,0.2,1.5144209994881068,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.1,719.7686405000002,695.702,961.8,0.436878,0.42,0.59,0.012135500000000002,0.01,0.02,0.09708400000000003,0.08,0.08,0.8089524300000002,0.2,0.2,2.7529113223216752,1.1,0.2,1.322945908522242,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.11,716.1242761050001,695.702,961.8,0.43466598,0.42,0.59,0.012074055000000002,0.01,0.02,0.09659244000000003,0.08,0.08,0.8048565063000002,0.2,0.2,2.5069274455359167,1.1,0.2,1.1739655652554957,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.12,712.53388472,695.702,961.8,0.43248672,0.42,0.59,0.01201352,0.01,0.02,0.09610816,0.08,0.08,0.8008212431999999,0.2,0.2,2.301940881547784,1.1,0.2,1.055356412408723,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.13,708.9974663450001,695.702,961.8,0.43034022,0.42,0.59,0.011953895,0.01,0.02,0.09563116,0.08,0.08,0.7968466407000002,0.2,0.2,2.128490712019364,1.1,0.2,0.959105789757279,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.14,705.51502098,695.702,961.8,0.42822648,0.42,0.59,0.011895180000000002,0.01,0.02,0.09516144,0.08,0.08,0.7929326988000002,0.2,0.2,1.9798191381378607,1.1,0.2,0.8797279320069453,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.15,702.0865486250002,695.702,961.8,0.4261455,0.42,0.59,0.011837375,0.01,0.02,0.094699,0.08,0.08,0.3795861309393084,0.2,0.2,1.8509704407738918,1.1,0.2,0.8133539400710449,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.16,698.71204928,695.702,961.8,0.42409728,0.42,0.59,0.01178048,0.01,0.02,0.09424384,0.08,0.08,0.3264517143193366,0.2,0.2,1.738227830580419,1.1,0.2,0.7571852166173026,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.17,695.391522945,695.702,961.8,0.42208182,0.42,0.59,0.011724495,0.01,0.02,0.09379596,0.08,0.08,0.295877091113972,0.2,0.2,1.6387490568802958,1.1,0.2,0.7091525832290961,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.18,692.1249696200001,695.702,961.8,0.4200991200000001,0.42,0.59,0.011669420000000002,0.01,0.02,0.09335536,0.08,0.08,0.2766403985553008,0.2,0.2,1.5503234802579642,1.1,0.2,0.6676966676251372,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.19,688.912389305,695.702,961.8,0.41814918,0.42,0.59,0.011615255,0.01,0.02,0.09292204,0.08,0.08,0.26381021018793216,0.2,0.2,1.4712058590695618,1.1,0.2,0.6316223698113433,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.2,685.7537820000001,695.702,961.8,0.4162320000000001,0.42,0.59,0.011562,0.01,0.02,0.092496,0.08,0.08,0.25488219567360004,0.2,0.2,1.4,1.1,0.2,0.6000000000000001,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.21,682.649147705,695.702,961.8,0.41434758,0.42,0.59,0.011509655,0.01,0.02,0.09207724,0.08,0.08,0.2484543585215085,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.22,679.5984864200002,695.702,961.8,0.41249592,0.42,0.59,0.011458220000000002,0.01,0.02,0.09166576,0.08,0.08,0.2436860491948338,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.23,676.601798145,695.702,961.8,0.41067702,0.42,0.59,0.011407695,0.01,0.02,0.09126156,0.08,0.08,0.24004768024539644,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.24,673.65908288,695.702,961.8,0.40889088,0.42,0.59,0.01135808,0.01,0.02,0.09086464,0.08,0.08,0.237193430046145,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.25,670.770340625,695.702,961.8,0.4071375,0.42,0.59,0.011309375,0.01,0.02,0.090475,0.08,0.08,0.2348914855430649,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.26,667.93557138,695.702,961.8,0.40541688,0.42,0.59,0.01126158,0.01,0.02,0.09009264,0.08,0.08,0.2329834591334043,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.27,665.1547751449998,695.702,961.8,0.40372902,0.42,0.59,0.011214694999999998,0.01,0.02,0.08971755999999999,0.08,0.08,0.23135961337273156,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.28,662.42795192,695.702,961.8,0.40207392,0.42,0.59,0.011168720000000002,0.01,0.02,0.08934976000000001,0.08,0.08,0.22994314214301134,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.29,659.7551017050001,695.702,961.8,0.40045158,0.42,0.59,0.011123655,0.01,0.02,0.08898924000000001,0.08,0.08,0.22867988968938394,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.3,657.1362245,695.702,961.8,0.398862,0.42,0.59,0.0110795,0.01,0.02,0.088636,0.08,0.08,0.2275314652009871,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.31,654.5713203050002,695.702,961.8,0.39730518,0.42,0.59,0.011036255000000002,0.01,0.02,0.08829004000000001,0.08,0.08,0.2264705469419841,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.32,652.06038912,695.702,961.8,0.3957811199999999,0.42,0.59,0.01099392,0.01,0.02,0.08795135999999999,0.08,0.08,0.2254776352888875,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.33,649.603430945,695.702,961.8,0.39428982,0.42,0.59,0.010952495,0.01,0.02,0.08761996,0.08,0.08,0.2245387843402416,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.34,647.2004457800001,695.702,961.8,0.39283128,0.42,0.59,0.010911980000000002,0.01,0.02,0.08729584000000001,0.08,0.08,0.22364400497794576,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.35,644.851433625,695.702,961.8,0.39140549999999996,0.42,0.59,0.010872375000000002,0.01,0.02,0.08697900000000001,0.08,0.08,0.22278613424021734,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.36,642.5563944800001,695.702,961.8,0.3900124800000001,0.42,0.59,0.010833680000000002,0.01,0.02,0.08666944000000001,0.08,0.08,0.22196003149697752,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.37,640.315328345,695.702,961.8,0.38865222,0.42,0.59,0.010795895,0.01,0.02,0.08636716,0.08,0.08,0.22116200521501075,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.38,638.1282352200002,695.702,961.8,0.38732472,0.42,0.59,0.01075902,0.01,0.02,0.08607216000000001,0.08,0.08,0.22038940324574632,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.39,635.9951151050002,695.702,961.8,0.3860299800000001,0.42,0.59,0.010723055000000002,0.01,0.02,0.08578444000000003,0.08,0.08,0.21964031950574545,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.4,633.915968,695.702,961.8,0.384768,0.42,0.59,0.010688,0.01,0.02,0.085504,0.08,0.08,0.2189133837298296,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.41,631.8907939050001,695.702,961.8,0.38353878,0.42,0.59,0.010653855000000002,0.01,0.02,0.08523084000000003,0.08,0.08,0.21820761063433916,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.42,629.91959282,695.702,961.8,0.38234232,0.42,0.59,0.01062062,0.01,0.02,0.08496496,0.08,0.08,0.217522291630722,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.43,628.002364745,695.702,961.8,0.38117862,0.42,0.59,0.010588295,0.01,0.02,0.08470636000000001,0.08,0.08,0.2168569170473622,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.44,626.13910968,695.702,961.8,0.38004768,0.42,0.59,0.01055688,0.01,0.02,0.08445504,0.08,0.08,0.2162111202431708,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.45,624.3298276250001,695.702,961.8,0.3789495000000001,0.42,0.59,0.010526375,0.01,0.02,0.08421100000000001,0.08,0.08,0.21558463743945244,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.46,622.5745185800001,695.702,961.8,0.37788408,0.42,0.59,0.01049678,0.01,0.02,0.08397424,0.08,0.08,0.21497727884258486,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.47,620.8731825450002,695.702,961.8,0.3768514200000001,0.42,0.59,0.010468095000000002,0.01,0.02,0.08374476000000003,0.08,0.08,0.21438890787995632,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.48,619.2258195200002,695.702,961.8,0.37585152,0.42,0.59,0.01044032,0.01,0.02,0.08352256000000001,0.08,0.08,0.2138194262674156,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.49,617.632429505,695.702,961.8,0.37488438,0.42,0.59,0.010413455,0.01,0.02,0.08330764,0.08,0.08,0.213268763269088,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.5,616.0930125000001,695.702,961.8,0.37395,0.42,0.59,0.0103875,0.01,0.02,0.08310000000000001,0.08,0.08,0.2127368679716649,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.51,614.6075685050001,695.702,961.8,0.3730483800000001,0.42,0.59,0.010362455,0.01,0.02,0.08289964000000001,0.08,0.08,0.2122237037265256,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.52,613.1760975200001,695.702,961.8,0.37217952,0.42,0.59,0.010338320000000002,0.01,0.02,0.08270656000000001,0.08,0.08,0.21172924415102687,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.53,611.7985995450001,695.702,961.8,0.37134342,0.42,0.59,0.010315095000000002,0.01,0.02,0.08252076000000001,0.08,0.08,0.2112534702513129,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.54,610.4750745800002,695.702,961.8,0.3705400800000001,0.42,0.59,0.01029278,0.01,0.02,0.08234224000000001,0.08,0.08,0.21079636835191864,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.55,609.2055226250002,695.702,961.8,0.36976950000000003,0.42,0.59,0.010271375,0.01,0.02,0.08217100000000001,0.08,0.08,0.21035792860581445,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.56,607.98994368,695.702,961.8,0.36903168,0.42,0.59,0.01025088,0.01,0.02,0.08200704,0.08,0.08,0.20993814392207874,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.57,606.828337745,695.702,961.8,0.36832662,0.42,0.59,0.010231295,0.01,0.02,0.08185036,0.08,0.08,0.2095370091940794,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.58,605.72070482,695.702,961.8,0.36765432,0.42,0.59,0.010212620000000002,0.01,0.02,0.08170096000000003,0.08,0.08,0.20915452074390595,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.59,604.667044905,695.702,961.8,0.36701478,0.42,0.59,0.010194855,0.01,0.02,0.08155884000000001,0.08,0.08,0.2087906759224326,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.6,603.667358,695.702,961.8,0.366408,0.42,0.59,0.010178,0.01,0.02,0.08142400000000001,0.08,0.08,0.2084454728213926,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.61,602.7216441050001,695.702,961.8,0.36583398,0.42,0.59,0.010162055,0.01,0.02,0.08129644000000001,0.08,0.08,0.20811891006607602,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.62,601.82990322,695.702,961.8,0.36529272,0.42,0.59,0.01014702,0.01,0.02,0.08117616,0.08,0.08,0.2078109866660648,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.63,600.992135345,695.702,961.8,0.36478422,0.42,0.59,0.010132895,0.01,0.02,0.08106316,0.08,0.08,0.2075217019077476,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.64,600.20834048,695.702,961.8,0.36430848,0.42,0.59,0.01011968,0.01,0.02,0.08095744,0.08,0.08,0.20725105527691348,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.65,599.4785186250001,695.702,961.8,0.3638655,0.42,0.59,0.010107375,0.01,0.02,0.080859,0.08,0.08,0.20699904640300376,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.66,598.80266978,695.702,961.8,0.36345528,0.42,0.59,0.01009598,0.01,0.02,0.08076784000000001,0.08,0.08,0.20676567501895815,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.67,598.180793945,695.702,961.8,0.36307782,0.42,0.59,0.010085495,0.01,0.02,0.08068396,0.08,0.08,0.20655094093229115,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.68,597.6128911200002,695.702,961.8,0.36273312,0.42,0.59,0.01007592,0.01,0.02,0.08060736,0.08,0.08,0.20635484400425547,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.69,597.098961305,695.702,961.8,0.36242118,0.42,0.59,0.010067255,0.01,0.02,0.08053803999999999,0.08,0.08,0.20617738413483086,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.7,596.6390044999999,695.702,961.8,0.362142,0.42,0.59,0.0100595,0.01,0.02,0.080476,0.08,0.08,0.20601856125190868,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.71,596.2330207050002,695.702,961.8,0.3618955800000001,0.42,0.59,0.010052655000000002,0.01,0.02,0.08042124000000002,0.08,0.08,0.20587837530349806,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.72,595.88100992,695.702,961.8,0.36168192,0.42,0.59,0.01004672,0.01,0.02,0.08037376,0.08,0.08,0.20575682625211006,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.73,595.5829721450001,695.702,961.8,0.3615010200000001,0.42,0.59,0.010041695000000002,0.01,0.02,0.08033356000000001,0.08,0.08,0.20565391407071046,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.74,595.33890738,695.702,961.8,0.36135288,0.42,0.59,0.01003758,0.01,0.02,0.08030063999999999,0.08,0.08,0.205569638739802,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.75,595.148815625,695.702,961.8,0.3612375,0.42,0.59,0.010034375,0.01,0.02,0.080275,0.08,0.08,0.20550400024532253,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.76,595.01269688,695.702,961.8,0.36115488,0.42,0.59,0.01003208,0.01,0.02,0.08025664,0.08,0.08,0.20545699857712849,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.77,594.9305511450002,695.702,961.8,0.36110502,0.42,0.59,0.010030695,0.01,0.02,0.08024556000000001,0.08,0.08,0.2054286337279024,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.78,594.9023784200001,695.702,961.8,0.36108792,0.42,0.59,0.01003022,0.01,0.02,0.08024176000000001,0.08,0.08,0.2054189056923652,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.79,594.9281787050003,695.702,961.8,0.36110358,0.42,0.59,0.010030655,0.01,0.02,0.08024524000000001,0.08,0.08,0.2054278144667079,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.8,595.0079519999999,695.702,961.8,0.361152,0.42,0.59,0.010032,0.01,0.02,0.08025600000000001,0.08,0.08,0.2054553600481821,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.81,595.1416983050002,695.702,961.8,0.36123318,0.42,0.59,0.010034255,0.01,0.02,0.08027404,0.08,0.08,0.20550154243480434,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.82,595.32941762,695.702,961.8,0.36134712,0.42,0.59,0.01003742,0.01,0.02,0.08029936,0.08,0.08,0.2055663616251432,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.83,595.571109945,695.702,961.8,0.36149382,0.42,0.59,0.010041495,0.01,0.02,0.08033196000000001,0.08,0.08,0.2056498176181655,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.84,595.86677528,695.702,961.8,0.36167328,0.42,0.59,0.01004648,0.01,0.02,0.08037184,0.08,0.08,0.20575191041312546,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
SSD,MDO,0.1,0.85,596.216413625,695.702,961.8,0.3618855,0.42,0.59,0.010052375,0.01,0.02,0.080419,0.08,0.08,0.2058726400094846,0.2,0.2,1.4,1.1,0.2,0.6,0.4,0.1,0.003,0.003,0.004
